3.9889840465642754, 3.9889840465642754, 4.488636369732139, 3.8948026943600302
4.4956255025485, 4.4956255025485, 5.099866427824199, 3.8807649804203317
4.9384911393551985, 4.976733742420574, 5.600705395850704, 4.058201010139867
4.7057869372746435, 4.741639377648433, 5.365976015021849, 3.9654092887504366
4.173832836722482, 4.2140152819723316, 4.779123493111529, 3.7930235188256414
4.624204348042638, 4.650360845422258, 5.267858159063326, 3.900575196540174
3.59514949376555, 3.784189633918262, 4.234106504597262, 3.685776447602129
4.469003128972045, 4.499809670330265, 5.081404364984463, 3.9314782804663206
5.356024319335278, 5.368860378234537, 6.025865973825316, 4.057381102757713
4.126641361975521, 4.189654742026424, 4.736198448394495, 3.933565699572058
4.5461275896143105, 4.560419284058849, 5.170483995038152, 3.9407835851189925
4.549718411543298, 4.605170185988092, 5.198497031265827, 4.044298521829826
4.604401638724456, 4.631061145669069, 5.241747015059643, 4.039557714842283
5.898845643890111, 5.891270264867598, 6.570882962339585, 4.156593548972598
4.007047900119962, 4.0540409293104664, 4.5951198501345925, 3.9208825990211347
4.484406399651155, 4.499809670330265, 5.081404364984463, 3.9135305127317026
