0.000, 58.000, 4.213
0.000, 52.000, 4.343
0.000, 60.000, 4.403
0.000, 48.000, 4.517
0.000, 52.000, 4.560
0.000, 54.000, 4.565
0.000, 55.000, 4.568
0.000, 49.000, 4.522
0.000, 56.000, 4.345
0.000, 46.000, 4.493
0.000, 51.000, 4.602
0.000, 51.000, 4.618
0.000, 50.000, 4.632
0.000, 46.000, 4.504
0.000, 45.000, 4.559
0.000, 53.000, 4.526
0.000, 50.000, 4.582
0.000, 45.000, 4.519
