0.000, 59.000, 5.019
2.000, 53.000, 5.071
0.000, 54.000, 4.999
0.000, 50.000, 4.787
2.000, 56.000, 5.252
0.000, 48.000, 4.916
0.000, 52.000, 4.959
0.000, 54.000, 5.011
0.000, 60.000, 4.988
0.000, 54.000, 5.054
0.000, 55.000, 5.044
2.000, 54.000, 5.156
0.000, 52.000, 5.001
0.000, 52.000, 4.915
0.000, 48.000, 4.888
0.000, 52.000, 5.002
