0.946, 0.000, -115.071, 66.727, 0.000, 0.000, 0.000, 59.000
0.956, 0.000, -101.264, 66.522, 0.000, 0.000, 2.000, 53.000
0.814, 0.000, -110.079, 74.719, 0.000, 0.000, 0.000, 54.000
0.546, 0.022, -109.977, 69.515, 0.000, 1.000, 0.000, 50.000
0.593, 0.033, -103.957, 68.443, 0.000, 1.000, 2.000, 56.000
0.690, 0.098, -110.870, 76.570, 0.000, 1.000, 0.000, 48.000
0.998, 0.000, -110.652, 60.879, 0.000, 0.000, 0.000, 52.000
0.962, 0.000, -109.116, 63.617, 0.000, 0.000, 0.000, 54.000
0.652, 0.000, -109.515, 55.318, 0.000, 0.000, 0.000, 60.000
0.614, 0.000, -102.268, 52.097, 0.000, 0.000, 0.000, 54.000
0.561, 0.015, -109.021, 56.530, 0.000, 1.000, 0.000, 55.000
1.000, 0.000, -111.642, 65.669, 0.000, 0.000, 2.000, 54.000
0.546, 0.000, -112.118, 61.553, 0.000, 0.000, 0.000, 52.000
0.610, 0.000, -111.574, 57.921, 0.000, 0.000, 0.000, 52.000
0.508, 0.002, -113.176, 57.696, 0.000, 1.000, 0.000, 48.000
0.613, 0.053, -111.808, 55.646, 0.000, 1.000, 0.000, 52.000
