0.657, 0.149, -108.736, 21.530, 0.000, 1.000, 0.000, 58.000
0.610, 0.040, -109.055, 23.941, 0.000, 1.000, 0.000, 52.000
0.890, 0.000, -110.513, 23.004, 0.000, 0.000, 0.000, 60.000
0.717, 0.131, -109.030, 29.193, 0.000, 1.000, 0.000, 48.000
0.526, 0.000, -109.259, 28.761, 0.000, 0.000, 0.000, 52.000
0.856, 0.000, -109.310, 32.472, 0.000, 0.000, 0.000, 54.000
0.634, 0.118, -108.477, 30.850, 0.000, 1.000, 0.000, 55.000
0.674, 0.000, -105.101, 27.617, 0.000, 0.000, 0.000, 49.000
0.533, 0.011, -111.437, 20.746, 0.000, 1.000, 0.000, 56.000
0.582, 0.000, -107.529, 28.559, 0.000, 0.000, 0.000, 46.000
0.579, 0.053, -110.329, 32.277, 0.000, 1.000, 0.000, 51.000
0.642, 0.122, -109.708, 31.295, 0.000, 1.000, 0.000, 51.000
0.593, 0.091, -108.159, 33.041, 0.000, 1.000, 0.000, 50.000
0.690, 0.172, -108.098, 30.871, 0.000, 1.000, 0.000, 46.000
0.538, 0.016, -108.720, 32.385, 0.000, 1.000, 0.000, 45.000
0.750, 0.000, -109.961, 29.821, 0.000, 0.000, 0.000, 53.000
0.856, 0.000, -107.840, 30.758, 0.000, 0.000, 0.000, 50.000
0.780, 0.000, -111.256, 32.739, 0.000, 0.000, 0.000, 45.000
