0.000, 0.000, -572.767, 1268.375, 0.000, 0.000, 4.000, 2.000
0.526, 0.000, -111.658, 30.255, 0.000, 0.000, 0.000, 41.000
0.000, 0.000, -111.237, 33.576, 0.000, 0.000, 0.000, 29.000
0.000, 0.000, -113.280, 33.217, 0.000, 0.000, 0.000, 33.000
0.000, 0.000, -112.197, 32.603, 0.000, 0.000, 0.000, 20.000
0.608, 0.000, -112.584, 35.062, 0.000, 0.000, 0.000, 40.000
0.618, 0.000, -113.551, 34.580, 0.000, 0.000, 0.000, 43.000
0.805, 0.099, -111.903, 32.529, 0.000, 1.000, 0.000, 70.000
0.000, 0.000, -108.200, 28.407, 0.000, 0.000, 0.000, 28.000
0.617, 0.077, -111.000, 22.704, 0.000, 1.000, 0.000, 79.000
0.502, 0.000, -112.690, 21.848, 0.000, 0.000, 0.000, 42.000
0.554, 0.000, -110.870, 18.317, 0.000, 0.000, 0.000, 38.000
0.562, 0.000, -112.403, 24.607, 0.000, 0.000, 0.000, 36.000
0.000, 0.000, -111.286, 31.564, 0.000, 0.000, 0.000, 20.000
0.614, 0.000, -112.024, 21.318, 0.000, 0.000, 0.000, 47.000
0.952, 0.000, -110.207, 27.012, 0.000, 0.000, 0.000, 51.000
0.000, 0.000, -111.367, 22.996, 0.000, 0.000, 0.000, 17.000
0.718, 0.139, -112.243, 31.124, 0.000, 2.000, 0.000, 84.000
0.000, 0.000, -111.886, 31.175, 0.000, 0.000, 0.000, 27.000
0.689, 0.135, -111.156, 31.164, 0.000, 2.000, 0.000, 97.000
0.000, 0.000, -112.325, 32.716, 0.000, 0.000, 0.000, 20.000
0.740, 0.016, -111.368, 29.414, 0.000, 1.000, 0.000, 85.000
0.582, 0.040, -111.619, 29.975, 0.000, 1.000, 0.000, 61.000
0.000, 0.000, -110.889, 30.499, 0.000, 0.000, 0.000, 35.000
0.771, 0.167, -111.217, 30.557, 0.000, 1.000, 0.000, 72.000
0.566, 0.000, -112.898, 32.543, 0.000, 0.000, 0.000, 51.000
