3.822, 0.000, 14.000, -108.000, -114.163, 19.583, 383.490, 114.163
3.781, 0.000, 19.000, -106.000, -110.190, 13.416, 179.981, 110.190
3.937, 0.000, 35.000, -107.000, -111.577, 15.227, 231.855, 111.577
3.767, 0.000, 32.000, -107.000, -110.120, 12.199, 148.818, 110.120
3.774, 0.000, 18.000, -110.000, -111.412, 12.693, 161.104, 111.412
3.872, 0.000, 24.000, -107.000, -111.607, 15.497, 240.147, 111.607
3.576, 0.000, 11.000, -109.500, -111.082, 11.125, 123.775, 111.082
3.920, 0.000, 23.000, -107.000, -111.131, 16.369, 267.947, 111.131
3.930, 0.000, 59.000, -108.000, -111.710, 15.085, 227.543, 111.710
3.945, 0.000, 13.000, -105.000, -111.205, 17.921, 321.153, 111.205
3.858, 0.000, 25.000, -104.500, -109.605, 14.560, 211.984, 109.605
3.987, 0.000, 19.000, -104.000, -111.930, 19.574, 383.122, 111.930
4.013, 0.000, 28.000, -107.000, -109.960, 16.204, 262.556, 109.960
4.157, 0.000, 97.000, -106.000, -111.952, 20.270, 410.876, 111.952
4.047, 0.000, 12.000, -105.000, -111.518, 20.498, 420.173, 111.518
3.976, 0.000, 23.000, -106.000, -112.663, 19.804, 392.190, 112.663
