4.612, 4.000, 2.000, -128.500, -572.767, 1268.375, 1608775.612, 595.156
4.534, 0.000, 41.000, -104.000, -111.658, 30.255, 915.339, 111.658
4.586, 0.000, 29.000, -103.000, -111.237, 33.576, 1127.365, 111.237
4.577, 0.000, 33.000, -105.000, -113.280, 33.217, 1103.388, 113.280
4.418, 0.000, 20.000, -103.000, -112.197, 32.603, 1062.964, 112.197
4.685, 0.000, 40.000, -102.000, -112.584, 35.062, 1229.346, 112.584
4.628, 0.000, 43.000, -105.000, -113.551, 34.580, 1195.804, 113.551
4.640, 0.000, 70.000, -103.000, -111.903, 32.529, 1058.140, 111.903
4.419, 0.000, 28.000, -101.000, -108.200, 28.407, 806.969, 108.200
4.397, 0.000, 79.000, -107.000, -111.000, 22.704, 515.449, 111.000
4.295, 0.000, 42.000, -109.000, -112.690, 21.848, 477.317, 112.690
4.165, 0.000, 38.000, -109.000, -110.870, 18.317, 335.519, 110.870
4.385, 0.000, 36.000, -108.000, -112.403, 24.607, 605.484, 112.403
4.415, 0.000, 20.000, -103.000, -111.286, 31.564, 996.291, 111.286
4.291, 0.000, 47.000, -108.000, -112.024, 21.318, 454.468, 112.024
4.519, 0.000, 51.000, -106.000, -110.207, 27.012, 729.652, 110.207
4.165, 0.000, 17.000, -104.500, -111.367, 22.996, 528.806, 111.367
4.653, 0.000, 84.000, -106.000, -112.243, 31.124, 968.718, 112.243
4.473, 0.000, 27.000, -102.500, -111.886, 31.175, 971.861, 111.886
4.643, 0.000, 97.000, -103.000, -111.156, 31.164, 971.206, 111.156
4.361, 0.000, 20.000, -104.000, -112.325, 32.716, 1070.324, 112.325
4.546, 0.000, 85.000, -103.000, -111.368, 29.414, 865.202, 111.368
4.558, 0.000, 61.000, -104.000, -111.619, 29.975, 898.516, 111.619
4.532, 0.000, 35.000, -103.000, -110.889, 30.499, 930.194, 110.889
4.614, 0.000, 72.000, -104.000, -111.217, 30.557, 933.711, 111.217
4.671, 0.000, 51.000, -105.000, -112.898, 32.543, 1059.042, 112.898
