Time;Pleth;II
hh:mm:ss.000';mv';mV'
'20:56:27.979';-74;4.99
'20:56:28.026';-69;2.89
'20:56:28.026';-65;1.85
'20:56:28.061';-61;-3.16
'20:56:28.061';-58;-14.78
'20:56:28.112';-58;81.36
'20:56:28.112';-56;78.3
'20:56:28.150';-57;36.96
'20:56:28.150';-58;-23.16
'20:56:28.183';-61;-38.72
'20:56:28.183';-60;-37.5
'20:56:28.229';-61;-36.82
'20:56:28.229';-61;-33.11
'20:56:28.278';-62;-25.15
'20:56:28.278';-65;-14.11
'20:56:28.278';-86;-5.32
'20:56:28.312';-149;-3.93
'20:56:28.345';-213;-8.21
'20:56:28.345';-248;-14.1
'20:56:28.393';-259;-16.61
'20:56:28.393';-255;-15.48
'20:56:28.393';-238;-12.84
'20:56:28.429';-214;-9.47
'20:56:28.478';-187;-5.09
'20:56:28.478';-164;-0.44
'20:56:28.478';-143;3.62
'20:56:28.528';-127;5.68
'20:56:28.528';-112;6.61
'20:56:28.562';-99;8.07
'20:56:28.562';-87;9.66
'20:56:28.611';-76;11.73
'20:56:28.611';-69;12.86
'20:56:28.645';-68;13.54
'20:56:28.645';-72;13.66
'20:56:28.679';-75;12.62
'20:56:28.679';-80;11.72
'20:56:28.717';-83;12.3
'20:56:28.717';-85;14.59
'20:56:28.762';-83;15.67
'20:56:28.762';-81;13.98
'20:56:28.795';-77;12.39
'20:56:28.795';-72;11.29
'20:56:28.829';-68;10.6
'20:56:28.829';-66;10.17
'20:56:28.878';-62;10.13
'20:56:28.878';-60;6.39
'20:56:28.926';-58;5.52
'20:56:28.926';-57;52.81
'20:56:28.960';-59;66.32
'20:56:28.960';-60;24.93
'20:56:29.010';-62;-15.6
'20:56:29.010';-62;-25.06
'20:56:29.010';-63;-25.02
'20:56:29.045';-66;-22.27
'20:56:29.079';-67;-17.36
'20:56:29.079';-67;-8.24
'20:56:29.112';-72;4.09
'20:56:29.112';-99;9.19
'20:56:29.161';-168;6.41
'20:56:29.161';-231;0.39
'20:56:29.197';-265;-4.93
'20:56:29.197';-275;-7.52
'20:56:29.230';-269;-7.73
'20:56:29.230';-250;-7.5
'20:56:29.278';-227;-7.12
'20:56:29.278';-201;-6.87
'20:56:29.312';-177;-6.3
'20:56:29.361';-156;-5.42
'20:56:29.361';-139;-4.42
'20:56:29.361';-123;-2.84
'20:56:29.395';-109;-0.87
'20:56:29.395';-95;1.7
'20:56:29.442';-83;3.65
'20:56:29.442';-74;4.14
'20:56:29.488';-72;3.52
'20:56:29.488';-74;3.38
'20:56:29.525';-77;3.73
'20:56:29.525';-81;5.38
'20:56:29.559';-83;6.35
'20:56:29.559';-83;4.12
'20:56:29.593';-79;2.44
'20:56:29.593';-73;1.63
'20:56:29.628';-69;1.15
'20:56:29.662';-64;0.86
'20:56:29.662';-59;0.89
'20:56:29.711';-55;-3.29
'20:56:29.711';-52;0.57
'20:56:29.711';-51;60.43
'20:56:29.746';-50;57.46
'20:56:29.793';-51;23.36
'20:56:29.793';-51;-20.81
'20:56:29.793';-52;-27.68
'20:56:29.829';-51;-25.46
'20:56:29.829';-53;-21.63
'20:56:29.878';-55;-14.06
'20:56:29.878';-59;-1.43
'20:56:29.928';-68;9.16
'20:56:29.928';-100;12.84
'20:56:29.963';-170;9.92
'20:56:29.963';-230;2.45
'20:56:30.012';-262;-7.57
'20:56:30.012';-268;-12.69
'20:56:30.012';-258;-12.85
'20:56:30.045';-238;-12.2
'20:56:30.094';-212;-11.26
'20:56:30.094';-183;-9.78
'20:56:30.094';-159;-7.15
'20:56:30.129';-139;-4.58
'20:56:30.129';-122;-1.3
'20:56:30.178';-109;0.9
'20:56:30.178';-98;2.88
'20:56:30.228';-87;4.77
'20:56:30.228';-78;6.29
'20:56:30.264';-73;7.2
'20:56:30.264';-77;7.44
'20:56:30.299';-84;7.58
'20:56:30.299';-92;7.87
'20:56:30.335';-98;9.61
'20:56:30.335';-99;12.11
'20:56:30.369';-97;13.1
'20:56:30.425';-92;12.76
'20:56:30.425';-85;12.82
'20:56:30.425';-77;12.65
'20:56:30.460';-71;12.17
'20:56:30.460';-64;11.76
'20:56:30.495';-60;10.32
'20:56:30.495';-58;2.56
'20:56:30.528';-57;71.1
'20:56:30.576';-58;93.9
'20:56:30.576';-58;38.52
'20:56:30.576';-58;-15.43
'20:56:30.623';-59;-33.17
'20:56:30.623';-60;-33.05
'20:56:30.670';-62;-30.06
'20:56:30.670';-62;-25.42
'20:56:30.670';-63;-17.25
'20:56:30.716';-67;-6.98
'20:56:30.716';-85;0.37
'20:56:30.763';-147;0.73
'20:56:30.763';-214;-4.09
'20:56:30.798';-257;-10.53
'20:56:30.798';-272;-15.5
'20:56:30.835';-270;-16.26
'20:56:30.835';-255;-15.43
'20:56:30.882';-231;-13.74
'20:56:30.882';-205;-10.91
'20:56:30.928';-179;-8.3
'20:56:30.928';-157;-5.45
'20:56:30.975';-140;-2.85
'20:56:30.975';-127;-0.92
'20:56:30.975';-114;1.28
'20:56:31.022';-102;3.04
'20:56:31.022';-89;4.79
'20:56:31.069';-79;5.9
'20:56:31.069';-74;6.56
'20:56:31.115';-74;7.23
'20:56:31.115';-77;7.68
'20:56:31.115';-82;8.68
'20:56:31.162';-83;10.99
'20:56:31.162';-82;12.94
'20:56:31.208';-80;10.57
'20:56:31.208';-76;8.16
'20:56:31.255';-69;6.59
'20:56:31.255';-64;5.69
'20:56:31.255';-59;5.17
'20:56:31.292';-57;5.13
'20:56:31.292';-53;1.3
'20:56:31.328';-51;-3.65
'20:56:31.363';-51;69.13
'20:56:31.363';-51;78.76
'20:56:31.411';-53;31.54
'20:56:31.411';-55;-17.81
'20:56:31.411';-57;-30.76
'20:56:31.445';-58;-30.24
'20:56:31.478';-59;-27.18
'20:56:31.478';-59;-21.62
'20:56:31.528';-61;-11.42
'20:56:31.528';-63;0.27
'20:56:31.561';-83;5.85
'20:56:31.561';-148;5.39
'20:56:31.611';-213;1.16
'20:56:31.611';-252;-5.55
'20:56:31.611';-264;-10
'20:56:31.660';-260;-10.5
'20:56:31.660';-245;-9.97
'20:56:31.710';-225;-9.4
'20:56:31.710';-200;-8.79
'20:56:31.710';-176;-7.87
'20:56:31.743';-156;-6.41
'20:56:31.776';-139;-4.59
'20:56:31.776';-123;-3.13
'20:56:31.829';-108;-1.19
'20:56:31.829';-92;1.24
'20:56:31.829';-77;2.99
'20:56:31.864';-70;4.75
'20:56:31.899';-68;5.53
'20:56:31.899';-71;5.97
'20:56:31.940';-77;6.48
'20:56:31.940';-84;7.07
'20:56:31.977';-89;8.42
'20:56:31.977';-91;8.57
'20:56:32.027';-90;7.13
'20:56:32.027';-86;6.03
'20:56:32.064';-81;4.93
'20:56:32.064';-74;2.73
'20:56:32.114';-68;0.83
'20:56:32.114';-65;0.2
'20:56:32.114';-62;-7.07
'20:56:32.162';-60;11.61
'20:56:32.162';-59;94.19
'20:56:32.212';-59;50.84
'20:56:32.212';-60;3.12
'20:56:32.212';-59;-26.69
'20:56:32.246';-59;-29.31
'20:56:32.246';-59;-28.13
'20:56:32.294';-60;-24.2
'20:56:32.294';-60;-18.86
'20:56:32.344';-61;-11.53
'20:56:32.344';-70;-4.08
'20:56:32.379';-111;-1.21
'20:56:32.379';-186;-4.33
'20:56:32.417';-242;-9.85
'20:56:32.417';-269;-14.4
'20:56:32.461';-275;-15.67
'20:56:32.461';-264;-14.27
'20:56:32.511';-245;-12.81
'20:56:32.511';-218;-9.59
'20:56:32.511';-192;-6.21
'20:56:32.561';-169;-2.31
'20:56:32.561';-151;0.07
'20:56:32.608';-135;1.26
'20:56:32.608';-121;3.24
'20:56:32.608';-108;4.91
'20:56:32.645';-95;6.65
'20:56:32.678';-85;7.79
'20:56:32.678';-79;9.11
'20:56:32.712';-77;10
'20:56:32.712';-81;11.13
'20:56:32.759';-85;11.95
'20:56:32.759';-89;13.3
'20:56:32.793';-90;15.8
'20:56:32.793';-87;19.72
'20:56:32.842';-83;20.26
'20:56:32.842';-77;17.91
'20:56:32.875';-73;15.79
'20:56:32.875';-67;14.41
'20:56:32.909';-62;13.27
'20:56:32.909';-57;12.88
'20:56:32.960';-54;12.13
'20:56:32.960';-50;4.36
'20:56:32.995';-51;38.13
'20:56:32.995';-52;103.23
'20:56:33.045';-52;47.61
'20:56:33.045';-55;-0.53
'20:56:33.045';-56;-23.04
'20:56:33.078';-58;-23.77
'20:56:33.128';-60;-21.61
'20:56:33.128';-62;-16.55
'20:56:33.128';-64;-9.63
'20:56:33.162';-65;-0.14
'20:56:33.196';-74;7.12
'20:56:33.196';-117;8.19
'20:56:33.245';-193;4.89
'20:56:33.245';-247;-1.84
'20:56:33.245';-271;-7.68
'20:56:33.290';-274;-10.47
'20:56:33.290';-262;-10.26
'20:56:33.325';-240;-9.86
'20:56:33.376';-212;-9.11
'20:56:33.376';-185;-7.81
'20:56:33.376';-160;-5.93
'20:56:33.409';-141;-4.36
'20:56:33.409';-125;-3.28
'20:56:33.445';-114;-2.29
'20:56:33.485';-99;-1.07
'20:56:33.485';-86;-0.18
'20:56:33.528';-77;0.42
'20:56:33.528';-74;1.32
'20:56:33.528';-75;1.49
'20:56:33.577';-81;2.03
'20:56:33.577';-88;3.28
'20:56:33.612';-93;6.49
'20:56:33.612';-94;8.49
'20:56:33.661';-93;5.79
'20:56:33.661';-88;3.55
'20:56:33.695';-82;2.96
'20:56:33.695';-76;2.67
'20:56:33.745';-69;2.25
'20:56:33.745';-63;1.74
'20:56:33.745';-57;-4.27
'20:56:33.794';-52;-2.8
'20:56:33.794';-52;49.11
'20:56:33.844';-52;55.8
'20:56:33.844';-53;19.77
'20:56:33.880';-54;-24.48
'20:56:33.880';-54;-34.99
'20:56:33.927';-55;-33.03
'20:56:33.927';-59;-28.43
'20:56:33.927';-62;-21.03
'20:56:33.962';-66;-10.03
'20:56:33.996';-70;1.82
'20:56:33.996';-99;7.73
'20:56:34.045';-169;5.12
'20:56:34.045';-231;-0.32
'20:56:34.045';-263;-5.64
'20:56:34.093';-271;-8.87
'20:56:34.093';-262;-8.93
'20:56:34.142';-243;-8.01
'20:56:34.142';-218;-7.14
'20:56:34.195';-192;-5.46
'20:56:34.195';-167;-3.48
'20:56:34.195';-147;-1.98
'20:56:34.244';-130;-0.35
'20:56:34.244';-117;1.41
'20:56:34.279';-103;3.28
'20:56:34.279';-92;4.9
'20:56:34.327';-82;6.28
'20:56:34.327';-76;7.47
'20:56:34.327';-74;7.94
'20:56:34.374';-77;8.22
'20:56:34.374';-82;8.62
'20:56:34.409';-87;9.95
'20:56:34.409';-89;11.49
'20:56:34.443';-88;10.77
'20:56:34.492';-84;9.5
'20:56:34.492';-79;8.23
'20:56:34.492';-72;7.29
'20:56:34.542';-66;6.66
'20:56:34.542';-61;6.23
'20:56:34.542';-57;3.44
'20:56:34.576';-55;-7.5
'20:56:34.609';-53;79.31
'20:56:34.609';-54;83.54
'20:56:34.659';-54;43.9
'20:56:34.659';-54;-11.73
'20:56:34.692';-56;-25.8
'20:56:34.692';-57;-25.24
'20:56:34.742';-59;-23
'20:56:34.742';-61;-18.65
'20:56:34.777';-61;-10.65
'20:56:34.777';-65;-0.27
'20:56:34.826';-82;7.88
'20:56:34.826';-143;7.36
'20:56:34.826';-212;2.93
'20:56:34.862';-253;-4.77
'20:56:34.894';-266;-9.3
'20:56:34.894';-262;-11.15
'20:56:34.944';-247;-10.68
'20:56:34.944';-227;-9.53
'20:56:34.979';-203;-7.28
'20:56:34.979';-180;-5.12
'20:56:35.028';-160;-2.56
'20:56:35.028';-142;0.7
'20:56:35.028';-127;2.89
'20:56:35.062';-114;4.1
'20:56:35.111';-101;5.08
'20:56:35.111';-88;5.66
'20:56:35.111';-78;6.28
'20:56:35.145';-72;5.96
'20:56:35.145';-73;6.19
'20:56:35.194';-77;6.35
'20:56:35.194';-80;6.63
'20:56:35.228';-82;7.87
'20:56:35.228';-82;10.16
'20:56:35.278';-78;10.73
'20:56:35.278';-75;9.18
'20:56:35.312';-70;8.53
'20:56:35.312';-65;7.86
'20:56:35.346';-61;7.14
'20:56:35.346';-57;6.62
'20:56:35.394';-55;4.65
'20:56:35.394';-52;-5.68
'20:56:35.428';-51;67.24
'20:56:35.428';-51;82.11
'20:56:35.461';-52;37.7
'20:56:35.495';-54;-12.28
'20:56:35.495';-55;-27.41
'20:56:35.544';-54;-27.12
'20:56:35.544';-56;-24.96
'20:56:35.544';-55;-20.69
'20:56:35.578';-55;-12.28
'20:56:35.619';-57;-0.3
'20:56:35.619';-70;6.91
'20:56:35.653';-118;6.39
'20:56:35.653';-192;2.38
'20:56:35.692';-243;-4.39
'20:56:35.692';-264;-9.46
'20:56:35.741';-266;-9.74
'20:56:35.741';-252;-9.13
'20:56:35.775';-232;-8.22
'20:56:35.775';-206;-6.5
'20:56:35.811';-179;-4.8
'20:56:35.811';-156;-3.24
'20:56:35.845';-137;-1.87
'20:56:35.845';-120;-0.65
'20:56:35.894';-106;0.46
'20:56:35.894';-92;1.21
'20:56:35.928';-80;1.96
'20:56:35.928';-72;2.74
'20:56:35.961';-70;3.81
'20:56:35.996';-71;4.65
'20:56:35.996';-76;5.51
'20:56:36.043';-83;8.45
'20:56:36.043';-87;12.91
'20:56:36.043';-89;14.28
'20:56:36.076';-86;11.23
'20:56:36.109';-82;9.13
'20:56:36.109';-77;7.18
'20:56:36.145';-72;4.92
'20:56:36.145';-67;3.47
'20:56:36.194';-65;2.29
'20:56:36.194';-62;-7.87
'20:56:36.228';-59;55.42
'20:56:36.228';-56;91.74
'20:56:36.263';-55;39.58
'20:56:36.295';-55;-11.53
'20:56:36.295';-56;-34.2
'20:56:36.344';-57;-34.05
'20:56:36.344';-58;-31.41
'20:56:36.344';-60;-26.3
'20:56:36.378';-61;-18
'20:56:36.411';-64;-6.66
'20:56:36.411';-76;3.83
'20:56:36.445';-122;7.7
'20:56:36.445';-195;5.33
'20:56:36.478';-247;0.51
'20:56:36.526';-270;-3.54
'20:56:36.526';-271;-5.16
'20:56:36.526';-261;-5.48
'20:56:36.561';-238;-5.34
'20:56:36.595';-212;-4.31
'20:56:36.595';-186;-3.98
'20:56:36.631';-163;-4.21
'20:56:36.631';-144;-4.36
'20:56:36.667';-128;-5.18
'20:56:36.667';-115;-5.35
'20:56:36.727';-101;-5.46
'20:56:36.727';-90;-5.07
'20:56:36.727';-81;-4.38
'20:56:36.777';-76;-3.17
'20:56:36.777';-76;-1.93
'20:56:36.827';-79;-0.62
'20:56:36.827';-84;3.53
'20:56:36.827';-88;9.48
'20:56:36.876';-89;10.24
'20:56:36.876';-88;8.32
'20:56:36.925';-83;7.49
'20:56:36.925';-77;6.73
'20:56:36.925';-71;6.53
'20:56:36.959';-66;6.63
'20:56:36.992';-61;6.32
'20:56:36.992';-59;0.75
'20:56:37.042';-57;47.66
'20:56:37.042';-56;93.11
'20:56:37.042';-56;38.2
'20:56:37.088';-56;-5.16
'20:56:37.088';-57;-20.96
'20:56:37.126';-58;-20.99
'20:56:37.126';-60;-18.92
'20:56:37.160';-61;-14.34
'20:56:37.196';-62;-6.42
'20:56:37.196';-65;4.36
'20:56:37.244';-79;12.82
'20:56:37.244';-132;13.52
'20:56:37.244';-204;8.52
'20:56:37.278';-250;0.23
'20:56:37.311';-268;-6.69
'20:56:37.311';-266;-7.98
'20:56:37.360';-254;-7.99
'20:56:37.360';-234;-6.83
'20:56:37.395';-209;-5.73
'20:56:37.395';-186;-4.38
'20:56:37.428';-163;-3.38
'20:56:37.428';-146;-2.71
'20:56:37.476';-130;-2
'20:56:37.476';-116;-1.51
'20:56:37.511';-102;-0.01
'20:56:37.511';-87;1.36
'20:56:37.545';-76;2.43
'20:56:37.545';-70;3.16
'20:56:37.578';-71;2.85
'20:56:37.627';-73;2.66
'20:56:37.627';-77;2.73
'20:56:37.627';-79;3.79
'20:56:37.661';-80;4.7
'20:56:37.661';-78;3.83
'20:56:37.697';-75;2.41
'20:56:37.733';-70;1.18
'20:56:37.733';-65;0.27
'20:56:37.778';-61;-0.63
'20:56:37.778';-57;-0.73
'20:56:37.828';-53;-3.6
'20:56:37.828';-51;-11.78
'20:56:37.828';-50;69.51
'20:56:37.862';-51;77.12
'20:56:37.862';-52;35.26
'20:56:37.911';-52;-17.94
'20:56:37.911';-54;-31.75
'20:56:37.957';-55;-30.54
'20:56:37.957';-55;-28.06
'20:56:37.992';-56;-21.87
'20:56:37.992';-57;-11.8
'20:56:38.039';-59;-1.68
'20:56:38.039';-75;4.3
'20:56:38.075';-128;5.78
'20:56:38.075';-201;1.35
'20:56:38.109';-247;-3.41
'20:56:38.109';-266;-5.63
'20:56:38.142';-266;-5.78
'20:56:38.142';-252;-4.35
'20:56:38.177';-230;-3.32
'20:56:38.212';-204;-2.35
'20:56:38.212';-178;-0.86
'20:56:38.245';-155;1.2
'20:56:38.245';-136;3.48
'20:56:38.294';-121;5.11
'20:56:38.294';-106;6.45
'20:56:38.328';-93;7.27
'20:56:38.328';-81;8.06
'20:56:38.361';-73;8.31
'20:56:38.361';-70;8.01
'20:56:38.410';-71;7.81
'20:56:38.410';-77;8.39
'20:56:38.443';-83;9.68
'20:56:38.443';-85;9.27
'20:56:38.478';-85;6.99
'20:56:38.511';-84;5.75
'20:56:38.511';-81;4.92
'20:56:38.545';-76;4.38
'20:56:38.545';-72;4.04
'20:56:38.594';-68;3.59
'20:56:38.594';-64;-3.05
'20:56:38.628';-62;44.07
'20:56:38.628';-60;90.95
'20:56:38.677';-60;40.19
'20:56:38.677';-58;-7.88
'20:56:38.711';-59;-28.38
'20:56:38.711';-59;-28.84
'20:56:38.745';-60;-27.59
'20:56:38.745';-60;-24.12
'20:56:38.784';-61;-17.85
'20:56:38.784';-62;-7.72
'20:56:38.828';-73;1.77
'20:56:38.828';-116;6.17
'20:56:38.862';-190;3.01
'20:56:38.862';-241;-2.43
'20:56:38.910';-265;-7.7
'20:56:38.910';-269;-9.37
'20:56:38.945';-257;-8.42
'20:56:38.945';-238;-6.62
'20:56:38.993';-214;-4.71
'20:56:38.993';-189;-3.08
'20:56:39.027';-168;-1.37
'20:56:39.027';-147;0.11
'20:56:39.076';-130;1.38
'20:56:39.076';-116;2.2
'20:56:39.109';-101;2.99
'20:56:39.109';-88;3.79
'20:56:39.144';-78;4.87
'20:56:39.144';-71;5.71
'20:56:39.178';-72;6.82
'20:56:39.211';-75;8.23
'20:56:39.211';-80;11.07
'20:56:39.244';-83;13.24
'20:56:39.244';-83;11.68
'20:56:39.282';-82;7.66
'20:56:39.282';-79;4.39
'20:56:39.316';-75;2.5
'20:56:39.361';-71;1.55
'20:56:39.361';-66;0.4
'20:56:39.361';-62;-2.46
'20:56:39.410';-59;-14.92
'20:56:39.410';-56;65.36
'20:56:39.445';-55;87.45
'20:56:39.445';-55;34.16
'20:56:39.478';-55;-16.65
'20:56:39.511';-56;-31.5
'20:56:39.511';-58;-29.05
'20:56:39.560';-59;-24.65
'20:56:39.560';-61;-18.09
'20:56:39.560';-61;-9
'20:56:39.594';-64;2.22
'20:56:39.642';-80;9.02
'20:56:39.642';-137;10.15
'20:56:39.642';-210;6.04
'20:56:39.678';-256;-1.16
'20:56:39.711';-274;-7.54
'20:56:39.711';-272;-9.41
'20:56:39.744';-257;-9.66
'20:56:39.744';-234;-9.76
'20:56:39.778';-208;-8.61
'20:56:39.811';-184;-6.35
'20:56:39.811';-160;-3.27
'20:56:39.860';-141;-0.45
'20:56:39.860';-126;2.54
'20:56:39.909';-112;5.2
'20:56:39.909';-97;7.95
'20:56:39.909';-83;9.59
'20:56:39.944';-72;10.1
'20:56:39.944';-68;10.07
'20:56:39.978';-69;9.83
'20:56:40.012';-71;9.66
'20:56:40.012';-74;9.9
'20:56:40.058';-77;10.76
'20:56:40.058';-78;9.79
'20:56:40.093';-77;7.3
'20:56:40.093';-74;5.91
'20:56:40.128';-71;4.04
'20:56:40.128';-65;2.68
'20:56:40.176';-59;2.15
'20:56:40.176';-56;1.83
'20:56:40.211';-53;-4.88
'20:56:40.211';-51;12.63
'20:56:40.260';-50;89.47
'20:56:40.260';-50;50.64
'20:56:40.260';-50;3.81
'20:56:40.295';-52;-26.5
'20:56:40.330';-54;-30.08
'20:56:40.330';-55;-26.82
'20:56:40.366';-56;-22.28
'20:56:40.366';-56;-14.97
'20:56:40.427';-57;-2.94
'20:56:40.427';-61;4.02
'20:56:40.427';-90;6.29
'20:56:40.461';-163;3.5
'20:56:40.461';-228;-1.75
'20:56:40.508';-261;-5.76
'20:56:40.508';-270;-7.75
'20:56:40.542';-262;-7.85
'20:56:40.542';-241;-6.44
'20:56:40.590';-214;-5.1
'20:56:40.590';-187;-3.85
'20:56:40.637';-160;-1.8
'20:56:40.637';-138;0.48
'20:56:40.682';-121;2.11
'20:56:40.682';-107;3.1
'20:56:40.682';-95;3.69
'20:56:40.730';-82;4.84
'20:56:40.730';-70;5.71
'20:56:40.778';-64;6.32
'20:56:40.778';-63;6.74
'20:56:40.778';-68;8.81
'20:56:40.826';-74;12.18
'20:56:40.826';-82;12.5
'20:56:40.860';-86;9.39
'20:56:40.860';-87;6.97
'20:56:40.900';-85;5.84
'20:56:40.900';-81;5.23
'20:56:40.947';-77;5.16
'20:56:40.947';-72;4.46
'20:56:40.993';-67;-3.16
'20:56:40.993';-65;41.67
'20:56:41.040';-64;99.4
'20:56:41.040';-62;46.94
'20:56:41.040';-63;-2.86
'20:56:41.087';-63;-23.47
'20:56:41.087';-64;-24.61
'20:56:41.125';-66;-22.02
'20:56:41.125';-66;-18.24
'20:56:41.158';-67;-11.48
'20:56:41.158';-69;-2.25
'20:56:41.195';-80;5
'20:56:41.243';-125;6.14
'20:56:41.243';-199;2.84
'20:56:41.243';-248;-3.03
'20:56:41.277';-271;-8.54
'20:56:41.327';-271;-9.29
'20:56:41.327';-256;-7.7
'20:56:41.327';-234;-6.42
'20:56:41.376';-210;-4.68
'20:56:41.376';-186;-2.79
'20:56:41.376';-163;-1.5
'20:56:41.410';-146;-0.38
'20:56:41.460';-131;0.34
'20:56:41.460';-117;1.34
'20:56:41.460';-102;3.14
'20:56:41.494';-88;4.65
'20:56:41.528';-77;5.71
'20:56:41.528';-73;6.69
'20:56:41.561';-73;8.19
'20:56:41.561';-77;11.76
'20:56:41.594';-85;13.44
'20:56:41.628';-90;10.39
'20:56:41.628';-91;7.44
'20:56:41.677';-90;4.39
'20:56:41.677';-85;2.56
'20:56:41.677';-79;1.6
'20:56:41.711';-73;1.09
'20:56:41.760';-68;-4.89
'20:56:41.760';-63;-7.27
'20:56:41.760';-59;59.68
'20:56:41.794';-58;71.36
'20:56:41.843';-57;22.77
'20:56:41.843';-57;-24.46
'20:56:41.843';-57;-34.24
'20:56:41.893';-57;-31.5
'20:56:41.893';-57;-26.95
'20:56:41.928';-58;-18.28
'20:56:41.928';-58;-4.33
'20:56:41.962';-65;6.5
'20:56:41.962';-98;11.27
'20:56:42.010';-170;9.02
'20:56:42.010';-229;3
'20:56:42.044';-258;-3.6
'20:56:42.044';-264;-7.58
'20:56:42.092';-255;-8.27
'20:56:42.092';-238;-8.53
'20:56:42.142';-214;-7.28
'20:56:42.142';-191;-6.05
'20:56:42.142';-169;-4.59
'20:56:42.177';-149;-3.19
'20:56:42.177';-133;-2.21
'20:56:42.227';-120;-1.57
'20:56:42.227';-106;-0.12
'20:56:42.261';-92;1.07
'20:56:42.261';-78;1.92
'20:56:42.295';-69;2.76
'20:56:42.343';-68;3.35
'20:56:42.343';-71;3.99
'20:56:42.343';-74;6.82
'20:56:42.378';-78;9.61
'20:56:42.378';-81;8.23
'20:56:42.427';-81;7.12
'20:56:42.427';-80;7.08
'20:56:42.459';-76;7.06
'20:56:42.459';-69;7.05
'20:56:42.500';-65;7.04
'20:56:42.500';-60;5.76
'20:56:42.560';-56;-0.77
'20:56:42.560';-54;67.77
'20:56:42.560';-53;95.25
'20:56:42.594';-52;32.34
'20:56:42.628';-54;-21.4
'20:56:42.628';-55;-33.99
'20:56:42.676';-54;-32.64
'20:56:42.676';-54;-30.11
'20:56:42.676';-54;-24.7
'20:56:42.711';-53;-14.6
'20:56:42.744';-56;-3.45
'20:56:42.744';-74;2.52
'20:56:42.777';-134;2.23
'20:56:42.777';-204;-0.79
'20:56:42.827';-249;-5.28
'20:56:42.827';-266;-8.37
'20:56:42.862';-263;-8.64
'20:56:42.862';-249;-7.81
'20:56:42.910';-228;-6.44
'20:56:42.910';-203;-4.82
'20:56:42.944';-179;-2.99
'20:56:42.944';-158;-1.33
'20:56:42.979';-139;0.44
'20:56:42.979';-124;2.65
'20:56:43.015';-110;5.65
'20:56:43.015';-96;7.77
'20:56:43.058';-85;9.75
'20:56:43.058';-77;10.57
'20:56:43.092';-75;11.63
'20:56:43.126';-77;12.91
'20:56:43.126';-82;16.2
'20:56:43.161';-88;16.89
'20:56:43.161';-92;13.18
'20:56:43.194';-93;8.64
'20:56:43.227';-90;4.65
'20:56:43.227';-86;2.5
'20:56:43.261';-80;1.49
'20:56:43.261';-75;0.99
'20:56:43.310';-69;-6.24
'20:56:43.310';-65;0.88
'20:56:43.360';-63;79.32
'20:56:43.360';-60;60.27
'20:56:43.360';-58;11.45
'20:56:43.411';-57;-27.98
'20:56:43.411';-58;-33.79
'20:56:43.460';-57;-32.16
'20:56:43.460';-57;-27.81
'20:56:43.460';-58;-19.1
'20:56:43.494';-60;-5.9
'20:56:43.494';-68;5.81
'20:56:43.527';-109;10.46
'20:56:43.577';-182;8.11
'20:56:43.577';-236;3.31
'20:56:43.577';-262;-1.61
'20:56:43.611';-266;-4.75
'20:56:43.644';-257;-5.76
'20:56:43.644';-241;-4.43
'20:56:43.677';-217;-2.98
'20:56:43.677';-193;-1.7
'20:56:43.711';-171;-0.87
'20:56:43.760';-153;0.22
'20:56:43.760';-138;0.72
'20:56:43.760';-123;1.04
'20:56:43.793';-108;1.91
'20:56:43.793';-95;2.87
'20:56:43.827';-83;3.64
'20:56:43.862';-77;4.22
'20:56:43.862';-76;4.4
'20:56:43.910';-80;5.13
'20:56:43.910';-85;6.81
'20:56:43.944';-87;9.36
'20:56:43.944';-87;9.23
'20:56:43.978';-85;6.79
'20:56:43.978';-80;4.5
'20:56:44.027';-75;2.87
'20:56:44.027';-70;1.2
'20:56:44.062';-65;-0.22
'20:56:44.062';-63;-2.1
'20:56:44.100';-58;-13.58
'20:56:44.100';-56;54.93
'20:56:44.143';-56;102.6
'20:56:44.143';-54;37.52
'20:56:44.177';-53;-15.76
'20:56:44.177';-52;-34.91
'20:56:44.227';-53;-32.77
'20:56:44.227';-54;-28.99
'20:56:44.261';-57;-21.57
'20:56:44.261';-59;-10.33
'20:56:44.310';-60;2.39
'20:56:44.310';-78;11.3
'20:56:44.344';-138;12.94
'20:56:44.344';-207;7.74
'20:56:44.377';-248;-0.93
'20:56:44.377';-262;-7.3
'20:56:44.426';-259;-8.78
'20:56:44.426';-245;-8.87
'20:56:44.462';-225;-8.32
'20:56:44.462';-201;-7.72
'20:56:44.510';-179;-6.57
'20:56:44.510';-160;-5.11
'20:56:44.556';-146;-3.33
'20:56:44.556';-131;-1.63
'20:56:44.556';-118;-0.44
'20:56:44.589';-104;0.93
'20:56:44.626';-90;2.5
'20:56:44.626';-80;4.24
'20:56:44.661';-75;5.48
'20:56:44.661';-78;9.08
'20:56:44.695';-82;13.47
'20:56:44.695';-85;14.17
'20:56:44.743';-88;11
'20:56:44.743';-87;8.61
'20:56:44.791';-84;7.6
'20:56:44.791';-79;7.07
'20:56:44.825';-75;7.05
'20:56:44.825';-69;7.04
'20:56:44.858';-64;0.75
'20:56:44.858';-60;43.34
'20:56:44.908';-56;97.49
'20:56:44.908';-55;42.77
'20:56:44.942';-53;-5.4
'20:56:44.942';-53;-25.47
