Time;Pleth;II
'21:03:06.667';-57;-20.61
'21:03:06.667';-58;-12.32
'21:03:06.702';-61;-2.44
'21:03:06.702';-79;6.36
'21:03:06.736';-142;9.13
'21:03:06.736';-214;5.8
'21:03:06.783';-260;-0.78
'21:03:06.783';-278;-6.66
'21:03:06.817';-277;-8.42
'21:03:06.817';-262;-8.66
'21:03:06.867';-235;-8.46
'21:03:06.867';-207;-7.61
'21:03:06.901';-179;-6.72
'21:03:06.901';-155;-5.02
'21:03:06.935';-135;-3.24
'21:03:06.935';-119;-2.19
'21:03:06.983';-105;-1.54
'21:03:06.983';-93;-1.13
'21:03:07.018';-83;-0.86
'21:03:07.018';-74;-0.68
'21:03:07.067';-70;-0.19
'21:03:07.067';-73;0.23
'21:03:07.067';-77;0.18
'21:03:07.101';-83;0.15
'21:03:07.150';-87;0.84
'21:03:07.150';-89;2.42
'21:03:07.150';-87;2.81
'21:03:07.184';-83;1.07
'21:03:07.216';-79;-0.09
'21:03:07.216';-74;-0.35
'21:03:07.255';-68;-0.27
'21:03:07.255';-62;0.18
'21:03:07.302';-59;-0.83
'21:03:07.302';-55;-8.18
'21:03:07.349';-54;40.98
'21:03:07.349';-53;82.35
'21:03:07.349';-53;33.76
'21:03:07.384';-53;-12.82
'21:03:07.384';-55;-32.44
'21:03:07.434';-59;-32.85
'21:03:07.434';-64;-29.85
'21:03:07.481';-68;-25.24
'21:03:07.481';-69;-16.21
'21:03:07.515';-70;-3.94
'21:03:07.515';-83;2.46
'21:03:07.550';-140;3.89
'21:03:07.550';-213;1.45
'21:03:07.584';-259;-2.29
'21:03:07.617';-277;-4.78
'21:03:07.617';-274;-6.49
'21:03:07.667';-257;-7.04
'21:03:07.667';-230;-6.44
'21:03:07.667';-200;-5.8
'21:03:07.702';-172;-4.12
'21:03:07.750';-148;-2.62
'21:03:07.750';-126;-1.2
'21:03:07.750';-109;0.41
'21:03:07.787';-94;2.52
'21:03:07.787';-81;4.42
'21:03:07.832';-69;4.62
'21:03:07.832';-62;4.72
'21:03:07.868';-61;4.78
'21:03:07.868';-66;4.82
'21:03:07.917';-75;5.33
'21:03:07.917';-83;7.16
'21:03:07.966';-87;8.7
'21:03:07.966';-90;5.85
'21:03:07.966';-88;3.71
'21:03:08.001';-85;2.34
'21:03:08.035';-79;1.89
'21:03:08.035';-74;1.37
'21:03:08.069';-68;1.03
'21:03:08.069';-65;-4.67
'21:03:08.115';-62;25.18
'21:03:08.115';-61;88.52
'21:03:08.151';-60;50.37
'21:03:08.151';-60;0.61
'21:03:08.201';-59;-25.5
'21:03:08.201';-60;-26.66
'21:03:08.234';-62;-23.99
'21:03:08.234';-62;-18.9
'21:03:08.283';-62;-10.25
'21:03:08.283';-63;1.37
'21:03:08.318';-78;8.75
'21:03:08.318';-136;9.47
'21:03:08.367';-208;8.5
'21:03:08.367';-255;5.7
'21:03:08.367';-275;3.16
'21:03:08.402';-276;1.55
'21:03:08.435';-261;1
'21:03:08.435';-236;0.71
'21:03:08.481';-208;0.78
'21:03:08.481';-180;0.82
'21:03:08.515';-158;0.85
'21:03:08.515';-135;0.88
'21:03:08.548';-118;1.15
'21:03:08.548';-104;1.95
'21:03:08.584';-90;2.66
'21:03:08.584';-77;3.53
'21:03:08.617';-70;4.3
'21:03:08.667';-67;5.38
'21:03:08.667';-74;6.3
'21:03:08.667';-81;8.53
'21:03:08.702';-89;12.25
'21:03:08.750';-94;11.73
'21:03:08.750';-95;8.66
'21:03:08.750';-95;6.1
'21:03:08.784';-91;4.5
'21:03:08.817';-84;3.97
'21:03:08.817';-75;3.4
'21:03:08.857';-70;1.49
'21:03:08.857';-65;-8.87
'21:03:08.901';-62;63.35
'21:03:08.901';-59;91.4
'21:03:08.950';-59;34.43
'21:03:08.950';-59;-16.19
'21:03:08.950';-59;-33.14
'21:03:08.985';-59;-31.6
'21:03:09.016';-59;-27.6
'21:03:09.016';-60;-22.21
'21:03:09.049';-60;-14.1
'21:03:09.049';-63;-3.83
'21:03:09.100';-92;2.21
'21:03:09.100';-159;2.1
'21:03:09.135';-222;-0.09
'21:03:09.135';-258;-3.36
'21:03:09.183';-270;-5.67
'21:03:09.183';-262;-6.97
'21:03:09.183';-246;-7.32
'21:03:09.216';-222;-6.96
'21:03:09.250';-198;-5.55
'21:03:09.250';-175;-3.75
'21:03:09.300';-153;-2.58
'21:03:09.300';-136;-1.81
'21:03:09.334';-122;-1.04
'21:03:09.334';-107;0.01
'21:03:09.369';-93;0.54
'21:03:09.369';-81;1.63
'21:03:09.405';-74;2.76
'21:03:09.405';-74;2.83
'21:03:09.451';-77;2.86
'21:03:09.451';-83;3.43
'21:03:09.498';-90;4.31
'21:03:09.498';-93;6.43
'21:03:09.531';-93;8.71
'21:03:09.531';-90;7.43
'21:03:09.566';-85;6.65
'21:03:09.566';-79;6.18
'21:03:09.600';-73;5.88
'21:03:09.649';-68;5.47
'21:03:09.649';-64;5.17
'21:03:09.649';-59;0.74
'21:03:09.683';-58;8.99
'21:03:09.683';-56;81.33
'21:03:09.717';-55;59.77
'21:03:09.765';-55;15.54
'21:03:09.765';-57;-20.11
'21:03:09.765';-57;-25.73
'21:03:09.798';-58;-24.73
'21:03:09.848';-59;-21.2
'21:03:09.848';-58;-14.22
'21:03:09.848';-60;-2.97
'21:03:09.881';-73;5.74
'21:03:09.922';-128;8.29
'21:03:09.922';-200;5.85
'21:03:09.966';-247;0.54
'21:03:09.966';-270;-5.55
'21:03:09.966';-270;-9.44
'21:03:10.001';-256;-10.66
'21:03:10.049';-233;-10.41
'21:03:10.049';-205;-9.73
'21:03:10.049';-180;-8.75
'21:03:10.084';-158;-7.5
'21:03:10.084';-140;-6.23
'21:03:10.133';-125;-4.72
'21:03:10.133';-113;-3.58
'21:03:10.167';-99;-1.93
'21:03:10.167';-86;-1.01
'21:03:10.201';-75;-0.14
'21:03:10.249';-70;0.45
'21:03:10.249';-71;0.83
'21:03:10.249';-77;1.99
'21:03:10.284';-83;3.26
'21:03:10.333';-89;4.56
'21:03:10.333';-90;5.56
'21:03:10.333';-89;6.8
'21:03:10.368';-85;8.29
'21:03:10.368';-79;8.21
'21:03:10.402';-73;6.49
'21:03:10.436';-68;4.89
'21:03:10.436';-62;3.68
'21:03:10.473';-58;2.87
'21:03:10.473';-55;2.36
'21:03:10.515';-53;0.04
'21:03:10.515';-52;-10
'21:03:10.548';-52;71.01
'21:03:10.548';-51;86.24
'21:03:10.581';-53;36.54
'21:03:10.617';-55;-15.79
'21:03:10.617';-54;-29.71
'21:03:10.667';-55;-29.91
'21:03:10.667';-52;-28.28
'21:03:10.667';-52;-24.51
'21:03:10.701';-50;-16.62
'21:03:10.749';-52;-6.95
'21:03:10.749';-75;-0.96
'21:03:10.749';-143;0.11
'21:03:10.782';-213;-2.7
'21:03:10.782';-255;-5.24
'21:03:10.817';-272;-7.52
'21:03:10.867';-269;-8.09
'21:03:10.867';-252;-8.06
'21:03:10.867';-227;-8.05
'21:03:10.902';-199;-7.66
'21:03:10.951';-171;-6.59
'21:03:10.951';-148;-5.32
'21:03:10.951';-128;-3.93
'21:03:10.985';-113;-2.52
'21:03:10.985';-99;0.03
'21:03:11.022';-86;2.52
'21:03:11.022';-75;4.21
'21:03:11.071';-69;5.19
'21:03:11.071';-69;6.07
'21:03:11.117';-76;6.9
'21:03:11.117';-84;8.28
'21:03:11.167';-91;11.09
'21:03:11.167';-95;14.32
'21:03:11.167';-96;12.97
'21:03:11.202';-93;9.11
'21:03:11.245';-90;6.94
'21:03:11.245';-84;5.79
'21:03:11.245';-77;4.18
'21:03:11.293';-70;3.13
'21:03:11.293';-67;-3
'21:03:11.340';-64;-5.39
'21:03:11.340';-62;59.53
'21:03:11.340';-62;78.29
'21:03:11.386';-62;28.21
'21:03:11.386';-63;-16.25
'21:03:11.433';-64;-27.82
'21:03:11.433';-63;-26.61
'21:03:11.468';-61;-23.26
'21:03:11.468';-61;-17.46
'21:03:11.504';-61;-7.15
'21:03:11.504';-68;3.23
'21:03:11.551';-105;7.44
'21:03:11.551';-176;5.68
'21:03:11.598';-234;1.34
'21:03:11.598';-262;-2.47
'21:03:11.598';-268;-4.54
'21:03:11.645';-259;-5.12
'21:03:11.645';-239;-5.08
'21:03:11.692';-213;-4.1
'21:03:11.692';-185;-3.31
'21:03:11.731';-162;-1.99
'21:03:11.731';-143;-0.89
'21:03:11.765';-124;-0.36
'21:03:11.765';-110;0.47
'21:03:11.800';-96;1.1
'21:03:11.834';-82;2.03
'21:03:11.834';-72;3.02
'21:03:11.867';-68;3.79
'21:03:11.867';-71;4.34
'21:03:11.917';-78;4.5
'21:03:11.917';-86;5
'21:03:11.964';-91;7
'21:03:11.964';-95;10.14
'21:03:11.964';-95;10.09
'21:03:12.000';-92;8.96
'21:03:12.035';-87;7.85
'21:03:12.035';-83;6.21
'21:03:12.082';-78;4.91
'21:03:12.082';-73;4.33
'21:03:12.082';-68;-0.81
'21:03:12.116';-64;-10.54
'21:03:12.150';-62;81.66
'21:03:12.150';-61;76.52
'21:03:12.200';-60;33.37
'21:03:12.200';-58;-19.26
'21:03:12.200';-58;-34.5
'21:03:12.234';-58;-32.74
'21:03:12.268';-58;-29.58
'21:03:12.268';-57;-24.49
'21:03:12.301';-58;-15.49
'21:03:12.349';-62;-3
'21:03:12.349';-96;2.82
'21:03:12.349';-168;3.47
'21:03:12.399';-229;0.62
'21:03:12.399';-264;-2.83
'21:03:12.399';-274;-5.03
'21:03:12.434';-267;-6.2
'21:03:12.466';-247;-6.47
'21:03:12.466';-221;-6.61
'21:03:12.514';-192;-6.04
'21:03:12.514';-166;-4.95
'21:03:12.548';-144;-3.24
'21:03:12.548';-125;-1.7
'21:03:12.598';-110;-1.17
'21:03:12.598';-97;-0.59
'21:03:12.598';-84;0.04
'21:03:12.633';-73;0.5
'21:03:12.667';-66;0.83
'21:03:12.667';-65;1.07
'21:03:12.701';-68;1.42
'21:03:12.701';-74;1.71
'21:03:12.735';-80;2.62
'21:03:12.768';-82;4.78
'21:03:12.768';-81;6.94
'21:03:12.815';-78;6.28
'21:03:12.815';-76;5.05
'21:03:12.850';-71;4.16
'21:03:12.850';-64;3.01
'21:03:12.899';-60;2.17
'21:03:12.899';-56;1.85
'21:03:12.899';-52;-3.63
'21:03:12.934';-49;-0.73
'21:03:12.982';-48;58.99
'21:03:12.982';-49;64.19
'21:03:12.982';-49;26.34
'21:03:13.017';-52;-20.31
'21:03:13.050';-52;-31.04
'21:03:13.050';-55;-29.04
'21:03:13.085';-57;-26.25
'21:03:13.085';-57;-20.19
'21:03:13.134';-57;-9.94
'21:03:13.134';-61;-0.29
'21:03:13.167';-97;2.33
'21:03:13.167';-172;1.24
'21:03:13.201';-233;-0.67
'21:03:13.201';-265;-2.58
'21:03:13.235';-273;-3.79
'21:03:13.267';-262;-4.18
'21:03:13.267';-239;-3.87
'21:03:13.301';-212;-3.44
'21:03:13.301';-184;-2.7
'21:03:13.349';-157;-2.1
'21:03:13.349';-136;-1.42
'21:03:13.400';-119;-0.43
'21:03:13.400';-105;0.41
'21:03:13.400';-90;1.54
'21:03:13.449';-76;2.99
'21:03:13.449';-67;4.74
'21:03:13.483';-63;6.09
'21:03:13.483';-66;7
'21:03:13.519';-73;8.15
'21:03:13.567';-82;10.68
'21:03:13.567';-90;14.65
'21:03:13.567';-93;13.09
'21:03:13.601';-93;8.63
'21:03:13.601';-91;5.21
'21:03:13.635';-87;3.35
'21:03:13.681';-81;2.44
'21:03:13.681';-74;1.98
'21:03:13.681';-69;-0.17
'21:03:13.717';-65;-10.56
'21:03:13.717';-61;71.73
'21:03:13.767';-58;93.52
'21:03:13.767';-57;38.79
'21:03:13.801';-58;-15.31
'21:03:13.801';-57;-31.43
'21:03:13.835';-58;-31.12
'21:03:13.868';-58;-28.51
'21:03:13.868';-58;-22.6
'21:03:13.916';-59;-11.81
'21:03:13.916';-62;0.32
'21:03:13.950';-84;7.22
'21:03:13.950';-151;7.09
'21:03:13.983';-221;4.11
'21:03:13.983';-263;-0.34
'21:03:14.017';-278;-3.85
'21:03:14.017';-272;-5.7
'21:03:14.066';-254;-5.04
'21:03:14.066';-226;-4.41
'21:03:14.116';-197;-3.2
'21:03:14.116';-168;-2.02
'21:03:14.151';-144;-1.44
'21:03:14.151';-126;-1.07
'21:03:14.200';-110;-0.83
'21:03:14.200';-99;-0.66
'21:03:14.200';-86;-0.37
'21:03:14.234';-74;0.39
'21:03:14.280';-68;1.1
'21:03:14.280';-66;1.51
'21:03:14.280';-72;1.61
'21:03:14.317';-80;1.85
'21:03:14.350';-87;2.37
'21:03:14.350';-92;4.1
'21:03:14.383';-94;6.42
'21:03:14.383';-91;6.61
'21:03:14.417';-87;5.93
'21:03:14.466';-81;5.7
'21:03:14.466';-74;5.13
'21:03:14.466';-68;4.47
'21:03:14.514';-62;3.93
'21:03:14.514';-58;-0.75
'21:03:14.548';-56;-6.12
'21:03:14.548';-55;69.14
'21:03:14.581';-54;67.24
'21:03:14.581';-55;35.45
'21:03:14.617';-57;-14.49
'21:03:14.650';-60;-31.12
'21:03:14.650';-61;-30.32
'21:03:14.686';-62;-26.19
'21:03:14.686';-62;-19.18
'21:03:14.733';-62;-7.26
'21:03:14.733';-70;3.04
'21:03:14.767';-110;6.14
'21:03:14.767';-184;5.59
'21:03:14.814';-243;1.88
'21:03:14.814';-271;-3.93
'21:03:14.850';-276;-7.96
'21:03:14.850';-264;-8.93
'21:03:14.899';-243;-8.96
'21:03:14.899';-216;-8.16
'21:03:14.899';-188;-7.35
'21:03:14.935';-161;-6.5
'21:03:14.982';-139;-5.36
'21:03:14.982';-120;-3.92
'21:03:14.982';-106;-2.78
'21:03:15.017';-91;-1.69
'21:03:15.017';-78;-0.92
'21:03:15.050';-67;0.38
'21:03:15.099';-62;1.69
'21:03:15.099';-62;2.96
'21:03:15.099';-69;3.86
'21:03:15.134';-77;5.29
'21:03:15.167';-84;6.39
'21:03:15.167';-88;8.88
'21:03:15.202';-90;10.67
'21:03:15.202';-89;8.71
'21:03:15.238';-84;6.35
'21:03:15.238';-78;4.74
'21:03:15.282';-71;3.79
'21:03:15.282';-66;4.16
'21:03:15.316';-62;4.12
'21:03:15.350';-58;-1.06
'21:03:15.350';-56;4.85
'21:03:15.399';-54;70.27
'21:03:15.399';-53;56.9
'21:03:15.399';-53;18.4
'21:03:15.434';-53;-21.26
'21:03:15.434';-55;-29.32
'21:03:15.482';-54;-27.88
'21:03:15.482';-54;-24.9
'21:03:15.517';-57;-18.61
'21:03:15.517';-57;-9.58
'21:03:15.564';-64;0.13
'21:03:15.564';-105;3.71
'21:03:15.598';-182;3.36
'21:03:15.598';-241;0.82
'21:03:15.633';-270;-3.23
'21:03:15.667';-275;-5.76
'21:03:15.667';-265;-6.67
'21:03:15.701';-242;-6.78
'21:03:15.701';-214;-5.81
'21:03:15.736';-184;-4.04
'21:03:15.771';-157;-1.89
'21:03:15.771';-135;0.12
'21:03:15.815';-116;2.9
'21:03:15.815';-102;7.18
'21:03:15.815';-89;10.69
'21:03:15.849';-78;11.72
'21:03:15.883';-67;11.82
'21:03:15.883';-63;11.87
'21:03:15.931';-66;11.25
'21:03:15.931';-75;10.77
'21:03:15.964';-85;11.24
'21:03:15.964';-92;12.61
'21:03:16.001';-98;12.71
'21:03:16.001';-97;10.05
'21:03:16.035';-92;6.82
'21:03:16.083';-86;4.14
'21:03:16.083';-80;2.1
'21:03:16.083';-72;1.31
'21:03:16.117';-68;-1.91
'21:03:16.166';-63;-14.37
'21:03:16.166';-61;67.75
'21:03:16.166';-59;90.43
'21:03:16.200';-58;36.9
'21:03:16.200';-59;-13.72
'21:03:16.234';-60;-31.07
'21:03:16.269';-61;-29.58
'21:03:16.269';-62;-26.05
'21:03:16.305';-62;-20.63
'21:03:16.305';-63;-11.35
'21:03:16.350';-65;-1.15
'21:03:16.350';-90;5.11
'21:03:16.383';-158;7.26
'21:03:16.383';-225;4.1
'21:03:16.434';-260;-0.66
'21:03:16.434';-272;-3.67
'21:03:16.434';-265;-4.69
'21:03:16.468';-247;-4.45
'21:03:16.516';-221;-3.78
'21:03:16.516';-194;-2.82
'21:03:16.516';-169;-1.58
'21:03:16.551';-147;0.52
'21:03:16.597';-129;2.32
'21:03:16.597';-115;3.22
'21:03:16.597';-101;3.75
'21:03:16.631';-88;4.34
'21:03:16.667';-75;5.22
'21:03:16.667';-68;6.16
'21:03:16.716';-68;7.4
'21:03:16.716';-73;8.11
'21:03:16.716';-81;8.85
'21:03:16.750';-89;10.38
'21:03:16.788';-94;11.71
'21:03:16.788';-97;12.68
'21:03:16.833';-95;11.36
'21:03:16.833';-90;8.62
'21:03:16.882';-84;6.23
'21:03:16.882';-76;3.89
'21:03:16.882';-70;2.42
'21:03:16.915';-66;1.58
'21:03:16.915';-61;-5.48
'21:03:16.967';-59;-4.24
'21:03:16.967';-56;51.3
'21:03:17.016';-54;55.32
'21:03:17.016';-55;25.06
'21:03:17.016';-55;-18.77
'21:03:17.050';-55;-28.18
'21:03:17.099';-56;-26.14
'21:03:17.099';-57;-22.88
'21:03:17.099';-58;-17.22
'21:03:17.135';-60;-8.08
'21:03:17.135';-70;1.34
'21:03:17.182';-121;5.37
'21:03:17.182';-196;4.68
'21:03:17.215';-248;0.44
'21:03:17.215';-272;-5.04
'21:03:17.251';-276;-7.51
'21:03:17.299';-264;-8.14
'21:03:17.299';-241;-7.44
'21:03:17.299';-214;-7.6
'21:03:17.334';-186;-6.07
'21:03:17.334';-161;-4.38
'21:03:17.399';-140;-3.03
'21:03:17.399';-122;-1.79
'21:03:17.399';-107;-0.35
'21:03:17.433';-94;0.07
'21:03:17.433';-81;0.57
'21:03:17.467';-72;0.91
'21:03:17.500';-66;1.35
'21:03:17.500';-66;1.69
'21:03:17.535';-72;2.13
'21:03:17.535';-79;2.87
'21:03:17.580';-85;3.95
'21:03:17.580';-88;5.65
'21:03:17.614';-87;7.79
'21:03:17.614';-85;8.53
'21:03:17.649';-81;6.05
'21:03:17.683';-76;4.28
'21:03:17.683';-69;2.8
'21:03:17.733';-63;1.88
'21:03:17.733';-60;1.32
'21:03:17.767';-57;-0.33
'21:03:17.767';-55;-10.68
'21:03:17.800';-52;54.86
'21:03:17.800';-51;83.92
'21:03:17.838';-51;33.37
'21:03:17.838';-51;-17.33
'21:03:17.871';-53;-33.3
'21:03:17.917';-55;-34.51
'21:03:17.917';-56;-31.1
'21:03:17.917';-56;-23.97
'21:03:17.951';-58;-14.87
'21:03:18.002';-59;-3.72
'21:03:18.002';-77;1.15
'21:03:18.002';-142;2.65
'21:03:18.047';-215;-1.25
'21:03:18.047';-258;-6.89
'21:03:18.081';-274;-9.46
'21:03:18.081';-270;-10.55
'21:03:18.130';-252;-10.01
'21:03:18.130';-229;-9.14
'21:03:18.164';-199;-7.74
'21:03:18.164';-170;-5.48
'21:03:18.197';-145;-3.26
'21:03:18.197';-124;-0.65
'21:03:18.231';-108;2.28
'21:03:18.231';-92;4.59
'21:03:18.281';-80;6.3
'21:03:18.281';-69;7.27
'21:03:18.328';-61;8.12
'21:03:18.328';-60;8.37
'21:03:18.364';-67;8.29
'21:03:18.364';-76;9.02
'21:03:18.401';-86;10.5
'21:03:18.401';-91;12.23
'21:03:18.439';-94;11.24
'21:03:18.439';-91;9.74
'21:03:18.480';-86;7.99
'21:03:18.480';-79;6.05
'21:03:18.517';-72;4.67
'21:03:18.517';-65;3.8
'21:03:18.551';-59;-4.29
'21:03:18.551';-56;10.01
'21:03:18.597';-52;88.71
'21:03:18.597';-50;62.12
'21:03:18.631';-50;11.3
'21:03:18.666';-50;-25.69
'21:03:18.666';-52;-33.32
'21:03:18.701';-54;-31.9
'21:03:18.701';-57;-26.35
'21:03:18.749';-58;-18.73
'21:03:18.749';-61;-8.85
'21:03:18.782';-69;1.38
'21:03:18.782';-114;5.48
'21:03:18.817';-191;3.72
'21:03:18.817';-246;0.99
'21:03:18.850';-273;-0.63
'21:03:18.900';-276;-1.84
'21:03:18.900';-265;-1.57
'21:03:18.900';-241;-0.9
'21:03:18.935';-211;-0.68
'21:03:18.935';-182;-0.32
'21:03:18.983';-155;0.14
'21:03:18.983';-132;1.49
'21:03:19.032';-116;3.11
'21:03:19.032';-100;4.82
'21:03:19.067';-85;6.15
'21:03:19.067';-71;7.65
'21:03:19.116';-61;8.7
'21:03:19.116';-58;9.09
'21:03:19.116';-63;10.82
'21:03:19.150';-73;13.85
'21:03:19.199';-82;13.91
'21:03:19.199';-89;10.62
'21:03:19.199';-92;7.37
'21:03:19.234';-92;3.92
'21:03:19.234';-88;0.51
'21:03:19.282';-81;-0.15
'21:03:19.282';-73;-2.44
'21:03:19.316';-68;-12
'21:03:19.316';-62;55.06
'21:03:19.351';-59;87.54
'21:03:19.399';-55;37.2
'21:03:19.399';-52;-15.9
'21:03:19.399';-51;-36.64
'21:03:19.434';-49;-36.16
'21:03:19.434';-49;-32.55
'21:03:19.467';-48;-26.07
'21:03:19.514';-50;-15.59
'21:03:19.514';-53;-6.06
'21:03:19.514';-72;0.07
'21:03:19.555';-133;2.23
'21:03:19.555';-205;0.4
'21:03:19.598';-252;-0.9
'21:03:19.598';-273;-1.27
'21:03:19.631';-272;-0.92
'21:03:19.666';-259;-0.47
'21:03:19.666';-235;0.95
'21:03:19.701';-209;1.49
'21:03:19.701';-182;2.1
'21:03:19.734';-158;3.47
'21:03:19.734';-137;4.69
'21:03:19.782';-123;5.63
'21:03:19.782';-109;6.55
'21:03:19.816';-96;7.47
'21:03:19.816';-85;8.4
'21:03:19.866';-78;8.82
'21:03:19.866';-76;10.04
'21:03:19.901';-81;13.43
'21:03:19.901';-89;16.28
'21:03:19.949';-98;12.59
'21:03:19.949';-104;8.43
'21:03:19.988';-106;6.39
'21:03:19.988';-103;5.44
'21:03:20.034';-97;4.96
'21:03:20.034';-89;4.7
'21:03:20.034';-81;-1.94
'21:03:20.082';-73;7.01
'21:03:20.082';-66;98.82
'21:03:20.116';-60;64.52
'21:03:20.116';-55;3.96
'21:03:20.149';-53;-32.67
'21:03:20.182';-52;-37.86
'21:03:20.182';-52;-36.22
'21:03:20.233';-53;-31.46
'21:03:20.233';-53;-24.14
'21:03:20.233';-53;-12.58
'21:03:20.266';-69;-2.14
'21:03:20.315';-125;2.96
'21:03:20.315';-194;2.98
'21:03:20.315';-237;1.25
'21:03:20.349';-256;-1.58
'21:03:20.349';-255;-3.67
'21:03:20.399';-241;-4.53
'21:03:20.399';-219;-4.68
'21:03:20.448';-194;-4.76
'21:03:20.448';-170;-4.2
'21:03:20.448';-147;-3.54
'21:03:20.483';-129;-2.78
'21:03:20.522';-115;-1.93
'21:03:20.522';-102;0.18
'21:03:20.565';-90;2.6
'21:03:20.565';-79;4.87
'21:03:20.612';-70;6.02
'21:03:20.612';-69;6.67
'21:03:20.612';-74;7.6
'21:03:20.647';-82;10.71
'21:03:20.647';-89;14.5
'21:03:20.683';-93;15.14
'21:03:20.732';-94;11.8
'21:03:20.732';-95;8.69
'21:03:20.732';-93;7.99
'21:03:20.766';-89;7.66
'21:03:20.801';-84;7.49
'21:03:20.801';-79;3.87
'21:03:20.849';-75;-6.39
'21:03:20.849';-74;98.04
'21:03:20.849';-73;115.42
'21:03:20.883';-73;38.84
'21:03:20.916';-74;-21.77
'21:03:20.916';-75;-39.46
'21:03:20.963';-75;-36.22
'21:03:20.963';-73;-30.48
'21:03:21.009';-70;-25.02
'21:03:21.009';-68;-16.24
'21:03:21.009';-75;-6.78
'21:03:21.049';-119;-0.87
'21:03:21.049';-184;-0.4
'21:03:21.097';-230;-1.36
'21:03:21.097';-251;-5.72
'21:03:21.143';-257;-8.85
'21:03:21.143';-248;-9.77
'21:03:21.189';-229;-10.19
'21:03:21.189';-207;-11.24
'21:03:21.189';-182;-11.45
'21:03:21.235';-161;-10.2
'21:03:21.235';-147;-7.79
'21:03:21.282';-134;-5.52
'21:03:21.282';-124;-2.82
'21:03:21.329';-114;-1.34
'21:03:21.329';-104;-0.53
'21:03:21.329';-98;0.23
'21:03:21.376';-97;4
'21:03:21.376';-102;11.09
'21:03:21.422';-107;13.67
'21:03:21.422';-111;12.5
'21:03:21.469';-114;10.53
'21:03:21.469';-117;11.77
'21:03:21.469';-116;7.63
'21:03:21.514';-115;2.26
'21:03:21.514';-113;3.61
'21:03:21.550';-112;8.37
'21:03:21.550';-110;12.36
'21:03:21.586';-109;34.41
'21:03:21.631';-109;11.56
'21:03:21.631';-108;-19.64
'21:03:21.631';-108;141.4
'21:03:21.667';-108;70.21
'21:03:21.715';-107;-25.17
'21:03:21.715';-106;-78.85
'21:03:21.715';-104;-92.78
'21:03:21.749';-102;-77.69
'21:03:21.749';-102;-75.84
'21:03:21.799';-101;-72.19
'21:03:21.799';-99;-58.48
'21:03:21.833';-106;-32.98
'21:03:21.833';-133;-16.24
'21:03:21.866';-170;-11.11
'21:03:21.899';-201;-12.15
'21:03:21.899';-220;-11.3
'21:03:21.947';-229;-7.63
'21:03:21.947';-228;-1.24
'21:03:21.947';-218;8.09
'21:03:21.982';-208;11.58
'21:03:22.016';-199;18.57
'21:03:22.016';-191;27.47
'21:03:22.050';-185;31.32
'21:03:22.050';-178;31.65
'21:03:22.088';-171;31.43
'21:03:22.135';-164;34.27
'21:03:22.135';-156;34.89
'21:03:22.135';-149;34.33
'21:03:22.180';-148;33.73
'21:03:22.180';-148;33.07
'21:03:22.216';-147;33.05
'21:03:22.216';-144;34.19
'21:03:22.265';-146;34.61
'21:03:22.265';-146;32.31
'21:03:22.301';-147;28.2
'21:03:22.301';-145;23.93
'21:03:22.334';-141;18.92
'21:03:22.334';-132;14.56
'21:03:22.382';-123;11.4
'21:03:22.382';-117;2.8
'21:03:22.416';-112;-7.27
'21:03:22.416';-109;85.82
'21:03:22.450';-107;89.62
'21:03:22.450';-105;45.93
'21:03:22.483';-102;-13.04
'21:03:22.517';-100;-31.29
'21:03:22.517';-98;-31.08
'21:03:22.567';-99;-26.76
'21:03:22.567';-102;-19.47
'21:03:22.602';-105;-11.06
'21:03:22.602';-110;-0.57
'21:03:22.639';-128;-0.22
'21:03:22.639';-159;-0.53
'21:03:22.680';-196;-3.66
'21:03:22.680';-229;-7.97
'21:03:22.716';-252;-8.43
'21:03:22.716';-264;-10.27
'21:03:22.749';-266;-12.9
'21:03:22.749';-260;-16.32
'21:03:22.799';-251;-17.44
'21:03:22.799';-242;-15.56
'21:03:22.833';-231;-12.57
'21:03:22.833';-220;-9.99
'21:03:22.867';-206;-8.81
'21:03:22.914';-192;-7.86
'21:03:22.914';-178;-4.88
'21:03:22.914';-164;-3.05
'21:03:22.950';-155;0.91
'21:03:22.950';-149;4.39
'21:03:22.983';-145;6.41
'21:03:23.016';-142;10.15
'21:03:23.016';-141;15.28
'21:03:23.065';-142;14.66
'21:03:23.065';-140;11.59
'21:03:23.065';-135;8.17
'21:03:23.099';-129;6.4
'21:03:23.133';-122;5.87
'21:03:23.133';-114;5.31
'21:03:23.167';-105;-0.55
'21:03:23.167';-95;-2.59
'21:03:23.204';-88;54.28
'21:03:23.250';-82;81.52
'21:03:23.250';-78;27.95
'21:03:23.250';-75;-21.88
'21:03:23.300';-73;-33.94
'21:03:23.300';-70;-36
'21:03:23.334';-70;-32.26
'21:03:23.334';-69;-24.82
'21:03:23.382';-71;-14.56
'21:03:23.382';-78;-5.66
'21:03:23.416';-98;-2.26
'21:03:23.416';-136;-2.14
'21:03:23.448';-176;-4.75
'21:03:23.448';-212;-6.33
'21:03:23.499';-234;-4.83
'21:03:23.499';-246;-3.56
'21:03:23.533';-247;-2.44
'21:03:23.533';-240;-1.11
'21:03:23.582';-227;-0.17
'21:03:23.582';-213;0.44
'21:03:23.630';-194;1.61
'21:03:23.630';-176;3.62
