Time;Pleth;II
hh:mm:ss.000';mV';mV'
'00:24:59.300';-220;-0.6
'00:24:59.300';-212;8.66
'00:24:59.400';-202;17.08
'00:24:59.400';-190;19.98
'00:24:59.400';-180;17.65
'00:24:59.400';-171;16.56
'00:24:59.400';-160;22.88
'00:24:59.500';-154;77.71
'00:24:59.500';-144;64.25
'00:24:59.500';-136;0.12
'00:24:59.500';-129;-18.39
'00:24:59.500';-124;-14.45
'00:24:59.600';-118;-12.09
'00:24:59.600';-115;-11.62
'00:24:59.600';-107;-10.44
'00:24:59.600';-102;-7.85
'00:24:59.700';-97;-3.57
'00:24:59.700';-92;4.18
'00:24:59.700';-90;12.31
'00:24:59.700';-94;15.59
'00:24:59.700';-105;16.26
'00:24:59.700';-116;16.52
'00:24:59.800';-131;15.56
'00:24:59.800';-145;12.43
'00:24:59.800';-155;7.86
'00:24:59.800';-164;5.21
'00:24:59.900';-170;3.87
'00:24:59.900';-172;4.98
'00:24:59.900';-170;8.81
'00:24:59.900';-165;17.54
'00:24:59.900';-156;24.55
'00:24:59.900';-144;25.36
'00:25:00.000';-134;24.05
'00:25:00.000';-127;19.92
'00:25:00.000';-120;10.06
'00:25:00.000';-114;-4.04
'00:25:00.100';-109;-4.01
'00:25:00.100';-106;-2.41
'00:25:00.100';-101;-0.82
'00:25:00.100';-97;2.19
'00:25:00.100';-92;24.41
'00:25:00.100';-88;57.38
'00:25:00.200';-84;8.23
'00:25:00.200';-80;-57.5
'00:25:00.200';-76;-32.38
'00:25:00.200';-73;-31.31
'00:25:00.200';-72;-28.83
'00:25:00.300';-68;-24.73
'00:25:00.300';-66;-19.42
'00:25:00.300';-65;-13.75
'00:25:00.300';-67;-6.67
'00:25:00.300';-75;-5.75
'00:25:00.400';-87;-4.68
'00:25:00.400';-105;-3.79
'00:25:00.400';-127;-2.96
'00:25:00.400';-148;-2.15
'00:25:00.400';-164;-5.52
'00:25:00.400';-178;-10.58
'00:25:00.500';-190;-16.4
'00:25:00.500';-196;-19.27
'00:25:00.500';-201;-14.26
'00:25:00.500';-203;-7.82
'00:25:00.600';-202;-0.49
'00:25:00.600';-195;15.97
'00:25:00.600';-184;30.44
'00:25:00.600';-171;36.27
'00:25:00.600';-156;36.68
'00:25:00.700';-142;34.92
'00:25:00.700';-132;31.4
'00:25:00.700';-123;26.27
'00:25:00.700';-116;19.4
'00:25:00.700';-110;14.87
'00:25:00.800';-103;15.43
'00:25:00.800';-98;20.27
'00:25:00.800';-92;23.34
'00:25:00.800';-88;22.33
'00:25:00.900';-82;20.82
'00:25:00.900';-77;17.55
'00:25:00.900';-73;13.75
'00:25:00.900';-68;8.18
'00:25:00.900';-65;4.1
'00:25:00.900';-61;2.63
'00:25:01.000';-59;-1.45
'00:25:01.000';-56;-3.9
'00:25:01.000';-55;-5.98
'00:25:01.000';-54;2.39
'00:25:01.100';-51;57.08
'00:25:01.100';-51;45.01
'00:25:01.100';-50;-25.74
'00:25:01.100';-50;-50.77
'00:25:01.100';-49;-43.23
'00:25:01.100';-50;-34.03
'00:25:01.200';-50;-28.58
'00:25:01.200';-52;-21.32
'00:25:01.200';-53;-12.78
'00:25:01.200';-55;-8.22
'00:25:01.200';-60;-12.19
'00:25:01.300';-73;-12.57
'00:25:01.300';-94;-11.36
'00:25:01.300';-116;-8.09
'00:25:01.300';-138;-4.93
'00:25:01.300';-158;0.43
'00:25:01.400';-175;5.58
'00:25:01.400';-190;6.79
'00:25:01.400';-202;7.25
'00:25:01.400';-212;7.48
'00:25:01.500';-218;9.8
'00:25:01.500';-221;12.13
'00:25:01.500';-219;19.93
'00:25:01.500';-212;29.55
'00:25:01.500';-200;29.82
'00:25:01.500';-184;28.35
'00:25:01.600';-171;21.98
'00:25:01.600';-159;8.1
'00:25:01.600';-146;-3.72
'00:25:01.600';-137;-3.26
'00:25:01.700';-131;3.41
'00:25:01.700';-124;57.1
'00:25:01.700';-118;39.92
'00:25:01.700';-112;-12.59
'00:25:01.700';-104;-47.2
'00:25:01.700';-98;-36.48
'00:25:01.800';-91;-32.25
'00:25:01.800';-85;-22.27
'00:25:01.800';-81;-13.07
'00:25:01.800';-76;-1.56
'00:25:01.800';-72;4.53
'00:25:01.800';-71;6.45
'00:25:01.900';-72;5.83
'00:25:01.900';-81;7.86
'00:25:01.900';-94;8.6
'00:25:01.900';-111;10.2
'00:25:02.000';-129;12.65
'00:25:02.000';-144;8.83
'00:25:02.000';-158;4.65
'00:25:02.000';-169;3.9
'00:25:02.000';-176;2.89
'00:25:02.100';-181;6.02
'00:25:02.100';-180;14.07
'00:25:02.100';-176;30.33
'00:25:02.100';-167;36.95
'00:25:02.100';-154;33.53
'00:25:02.200';-141;24.2
'00:25:02.200';-130;46.32
'00:25:02.200';-120;85.13
'00:25:02.200';-112;62.83
'00:25:02.200';-107;-14.62
'00:25:02.300';-101;-11.38
'00:25:02.300';-96;-12.27
'00:25:02.300';-90;-17.23
'00:25:02.300';-85;-34.03
'00:25:02.300';-81;-60.63
'00:25:02.400';-79;-71.69
'00:25:02.400';-73;-67.33
'00:25:02.400';-72;-69.24
'00:25:02.400';-76;-75.38
'00:25:02.400';-89;-77.22
'00:25:02.500';-105;-78.36
'00:25:02.500';-121;-76.17
'00:25:02.500';-137;-74.67
'00:25:02.500';-150;-70.73
'00:25:02.500';-157;-61.97
'00:25:02.600';-162;-47.87
'00:25:02.600';-165;-31.36
'00:25:02.600';-166;-14.35
'00:25:02.600';-160;2.13
'00:25:02.600';-152;18.88
'00:25:02.700';-140;26.71
'00:25:02.700';-128;29.27
'00:25:02.700';-117;27.77
'00:25:02.700';-107;25.96
'00:25:02.700';-100;24.18
'00:25:02.800';-96;23.42
'00:25:02.800';-92;26.87
'00:25:02.800';-86;33.98
'00:25:02.800';-82;42.38
'00:25:02.900';-80;43.89
'00:25:02.900';-78;42.25
'00:25:02.900';-73;38.84
'00:25:02.900';-69;34.33
'00:25:02.900';-66;27.22
'00:25:03.000';-62;42.23
'00:25:03.000';-60;93.76
'00:25:03.000';-60;46.17
'00:25:03.000';-59;-32.06
'00:25:03.000';-57;-15.87
'00:25:03.000';-55;-4.51
'00:25:03.100';-53;5.56
'00:25:03.100';-52;10.2
'00:25:03.100';-52;14.26
'00:25:03.100';-53;17.5
'00:25:03.200';-56;17.73
'00:25:03.200';-68;17.49
'00:25:03.200';-88;18.13
'00:25:03.200';-114;19.31
'00:25:03.200';-138;19.49
'00:25:03.200';-162;19.16
'00:25:03.300';-181;17.11
'00:25:03.300';-196;12.16
'00:25:03.300';-208;7.25
'00:25:03.300';-218;4.24
'00:25:03.300';-225;1.94
'00:25:03.400';-226;-2.05
'00:25:03.400';-225;-7.36
'00:25:03.400';-218;-7.67
'00:25:03.400';-207;-1.93
'00:25:03.500';-192;6.66
'00:25:03.500';-177;12.57
'00:25:03.500';-162;13.34
'00:25:03.500';-149;12.45
'00:25:03.500';-138;11.35
'00:25:03.500';-130;11.24
'00:25:03.600';-121;11.19
'00:25:03.600';-114;12.13
'00:25:03.600';-106;12.77
'00:25:03.600';-96;12.82
'00:25:03.600';-89;12.67
'00:25:03.700';-81;11.72
'00:25:03.700';-76;10.53
'00:25:03.700';-72;10.4
'00:25:03.700';-67;10.31
'00:25:03.700';-63;12.02
'00:25:03.800';-62;38.58
'00:25:03.800';-59;44.1
'00:25:03.800';-56;-6.78
'00:25:03.800';-55;-21.41
'00:25:03.800';-54;-9.95
'00:25:03.900';-53;-6.09
'00:25:03.900';-52;-5.54
'00:25:03.900';-50;-6.06
'00:25:03.900';-48;-6.92
'00:25:03.900';-48;-8.87
'00:25:03.900';-53;-10.5
'00:25:04.000';-66;-10.34
'00:25:04.000';-86;-7.19
'00:25:04.000';-108;-3.86
'00:25:04.000';-132;-2.27
'00:25:04.100';-153;-1.45
'00:25:04.100';-170;-1.62
'00:25:04.100';-185;-4.41
'00:25:04.100';-195;-7.02
'00:25:04.100';-203;-14.55
'00:25:04.100';-207;-19.56
'00:25:04.200';-209;-28.93
'00:25:04.200';-207;-24.83
'00:25:04.200';-198;-18.92
'00:25:04.200';-185;-3.3
'00:25:04.200';-169;-1.75
'00:25:04.300';-155;-1.41
'00:25:04.300';-141;1.02
'00:25:04.300';-128;0.65
'00:25:04.300';-118;1.61
'00:25:04.400';-112;0.61
'00:25:04.400';-106;0.44
'00:25:04.400';-99;8.66
'00:25:04.400';-91;66.1
'00:25:04.500';-86;50.5
'00:25:04.500';-81;-29.14
'00:25:04.500';-74;-55.91
'00:25:04.500';-69;-57.54
'00:25:04.500';-64;-47.08
'00:25:04.500';-61;-16.17
'00:25:04.500';-58;13.08
'00:25:04.600';-54;30.35
'00:25:04.600';-50;38.68
'00:25:04.600';-50;44.35
'00:25:04.600';-57;49.02
'00:25:04.700';-71;51.52
'00:25:04.700';-91;55.59
'00:25:04.700';-112;61.69
'00:25:04.700';-130;63.92
'00:25:04.700';-146;60.98
'00:25:04.700';-160;57.23
'00:25:04.800';-170;48.72
'00:25:04.800';-178;44.93
'00:25:04.800';-181;50.79
'00:25:04.800';-178;59.17
'00:25:04.900';-172;62.53
'00:25:04.900';-163;62.28
'00:25:04.900';-152;53.83
'00:25:04.900';-141;32.28
'00:25:04.900';-128;11.65
'00:25:04.900';-117;-13.13
'00:25:05.000';-108;-41.25
'00:25:05.000';-99;-30.11
'00:25:05.000';-93;-4.51
'00:25:05.000';-86;34.02
'00:25:05.100';-79;-21.07
'00:25:05.100';-76;-98.73
'00:25:05.100';-72;-97.18
'00:25:05.100';-69;-100.16
'00:25:05.100';-66;-85.31
'00:25:05.100';-63;-62.04
'00:25:05.200';-60;-41.03
'00:25:05.200';-56;-30.65
'00:25:05.200';-54;-31.51
'00:25:05.200';-55;-34.66
'00:25:05.300';-63;-41.17
'00:25:05.300';-77;-45.22
'00:25:05.300';-95;-39.83
'00:25:05.300';-116;-31.34
'00:25:05.300';-135;-28.27
'00:25:05.300';-151;-28.61
'00:25:05.400';-164;-37.11
'00:25:05.400';-174;-41.39
'00:25:05.400';-181;-31.84
'00:25:05.400';-183;-20.11
'00:25:05.400';-178;-17.49
'00:25:05.500';-173;-1.15
'00:25:05.500';-162;11.16
'00:25:05.500';-150;22.87
'00:25:05.500';-138;34.59
'00:25:05.500';-126;35.5
'00:25:05.600';-117;24.26
'00:25:05.600';-107;3.45
'00:25:05.600';-100;-7.81
'00:25:05.600';-93;8.96
'00:25:05.600';-86;46.06
'00:25:05.700';-81;119.37
'00:25:05.700';-77;63.82
'00:25:05.700';-75;-39.91
'00:25:05.700';-71;-9.69
'00:25:05.800';-67;6.01
'00:25:05.800';-63;17.25
'00:25:05.800';-60;19.67
'00:25:05.800';-58;22.65
'00:25:05.800';-56;28.45
'00:25:05.800';-54;31.75
'00:25:05.900';-58;28.68
'00:25:05.900';-71;21.9
'00:25:05.900';-88;15.12
'00:25:05.900';-109;11.77
'00:25:06.000';-129;10.01
'00:25:06.000';-148;8.44
'00:25:06.000';-163;5.45
'00:25:06.000';-175;1.71
'00:25:06.000';-183;-2.07
'00:25:06.000';-189;-7.42
'00:25:06.100';-192;-11.68
'00:25:06.100';-190;-9.91
'00:25:06.100';-185;-2.82
'00:25:06.100';-172;0.24
'00:25:06.200';-159;1.49
'00:25:06.200';-144;-1.26
'00:25:06.200';-133;-8.97
'00:25:06.200';-122;-16.51
'00:25:06.200';-113;-24.68
'00:25:06.200';-106;-28.92
'00:25:06.300';-100;-30.97
'00:25:06.300';-96;-33.88
'00:25:06.300';-90;-21.11
'00:25:06.400';-84;2.83
'00:25:06.400';-78;23.25
'00:25:06.400';-73;74.61
'00:25:06.400';-68;94.6
'00:25:06.400';-62;41.58
'00:25:06.400';-59;-9.54
'00:25:06.500';-56;8.91
'00:25:06.500';-53;19.92
'00:25:06.500';-51;34.2
'00:25:06.500';-49;38.11
'00:25:06.600';-47;32.9
'00:25:06.600';-46;29.38
'00:25:06.600';-48;25.51
'00:25:06.600';-59;19.3
'00:25:06.600';-76;18.11
'00:25:06.600';-99;19.62
'00:25:06.600';-124;16.95
'00:25:06.700';-147;6.64
'00:25:06.700';-165;-14.23
'00:25:06.700';-181;-26.43
'00:25:06.700';-192;-30.11
'00:25:06.800';-199;-29.04
'00:25:06.800';-204;-29.41
'00:25:06.800';-203;-28.7
'00:25:06.800';-200;-26.1
'00:25:06.800';-194;-22.27
'00:25:06.800';-182;-17.1
'00:25:06.900';-167;-9.79
'00:25:06.900';-153;-0.58
'00:25:06.900';-140;2.15
'00:25:06.900';-127;7.65
'00:25:07.000';-117;12.87
'00:25:07.000';-109;14.45
'00:25:07.000';-102;13.87
'00:25:07.000';-96;15.8
'00:25:07.000';-89;19.9
'00:25:07.000';-83;25.5
'00:25:07.100';-76;29.72
'00:25:07.100';-71;32.73
'00:25:07.100';-65;35.48
'00:25:07.100';-61;39.44
'00:25:07.200';-58;67.04
'00:25:07.200';-54;81.49
'00:25:07.200';-50;32.29
'00:25:07.200';-46;-49.43
'00:25:07.200';-45;-42.74
'00:25:07.200';-42;-43.51
'00:25:07.300';-39;-43.71
'00:25:07.300';-39;-43.2
'00:25:07.300';-38;-41.85
'00:25:07.400';-38;-41.89
'00:25:07.400';-41;-42.36
'00:25:07.400';-52;-45.05
'00:25:07.400';-68;-43.73
'00:25:07.400';-92;-30.02
'00:25:07.400';-117;5.13
'00:25:07.500';-139;37.25
'00:25:07.500';-158;49.06
'00:25:07.500';-173;53.67
'00:25:07.500';-185;53.32
'00:25:07.500';-194;52.48
'00:25:07.500';-202;50.49
'00:25:07.600';-206;43.59
'00:25:07.600';-205;25.57
'00:25:07.600';-200;14.7
'00:25:07.600';-189;9.13
'00:25:07.600';-174;4.7
'00:25:07.700';-160;-2.61
'00:25:07.700';-147;-8.89
'00:25:07.700';-135;-13.82
'00:25:07.700';-127;-14.93
'00:25:07.800';-119;-16.1
'00:25:07.800';-112;-14.07
'00:25:07.800';-102;-13.7
'00:25:07.800';-94;-12.11
'00:25:07.800';-88;-9.34
'00:25:07.800';-82;-6.64
'00:25:07.900';-75;-0.16
'00:25:07.900';-69;49.81
'00:25:07.900';-64;62.67
'00:25:07.900';-59;23.41
'00:25:08.000';-54;-26.22
'00:25:08.000';-51;-15.8
'00:25:08.000';-50;-21.17
'00:25:08.000';-49;-36.3
'00:25:08.000';-47;-52.92
'00:25:08.000';-46;-53.68
'00:25:08.100';-44;-49.45
'00:25:08.100';-45;-39.07
'00:25:08.100';-55;-22.83
'00:25:08.100';-72;-1.56
'00:25:08.200';-93;17.3
'00:25:08.200';-117;30.84
'00:25:08.200';-138;37.02
'00:25:08.200';-155;36.45
'00:25:08.200';-169;32.83
'00:25:08.200';-182;24.78
'00:25:08.200';-191;11.11
'00:25:08.300';-198;-4.08
'00:25:08.300';-202;-8.14
'00:25:08.300';-199;-4.41
'00:25:08.400';-192;0.5
'00:25:08.400';-181;12.03
'00:25:08.400';-167;22.58
'00:25:08.400';-153;23.47
'00:25:08.500';-139;22.02
'00:25:08.500';-129;18.06
'00:25:08.500';-120;10.71
'00:25:08.500';-114;2.26
'00:25:08.500';-107;-1.37
'00:25:08.500';-100;1.23
'00:25:08.500';-94;30.2
'00:25:08.600';-87;65.41
'00:25:08.600';-81;20.47
'00:25:08.600';-76;-45.55
'00:25:08.600';-71;-34.49
'00:25:08.700';-67;-31.5
'00:25:08.700';-61;-29.29
'00:25:08.700';-55;-28.34
'00:25:08.700';-51;-26.53
'00:25:08.700';-50;-23.62
'00:25:08.700';-49;-22.22
'00:25:08.800';-54;-22.14
'00:25:08.800';-68;-21.32
'00:25:08.800';-87;-17.67
'00:25:08.800';-107;-12.43
'00:25:08.900';-130;-11.75
'00:25:08.900';-149;-20.29
'00:25:08.900';-164;-38.72
'00:25:08.900';-176;-47.38
'00:25:08.900';-184;-38.59
'00:25:08.900';-189;-6.53
'00:25:09.000';-191;42.19
'00:25:09.000';-189;70.93
'00:25:09.000';-183;81.23
'00:25:09.000';-172;81.73
'00:25:09.100';-158;80.61
'00:25:09.100';-142;69.77
'00:25:09.100';-132;45.8
'00:25:09.100';-122;27.97
'00:25:09.200';-115;12.22
'00:25:09.200';-109;3.71
'00:25:09.200';-103;0.85
'00:25:09.200';-95;0.92
'00:25:09.200';-88;5.48
'00:25:09.200';-82;14.03
'00:25:09.200';-77;20.22
'00:25:09.300';-72;19.56
'00:25:09.300';-66;17.46
'00:25:09.300';-62;11.73
'00:25:09.300';-58;1.19
'00:25:09.400';-55;-4.99
'00:25:09.400';-52;-9.4
'00:25:09.400';-49;-13.18
'00:25:09.400';-46;-25.71
'00:25:09.400';-45;-35.38
'00:25:09.400';-43;-39.45
'00:25:09.400';-42;-33.16
'00:25:09.500';-40;-22.44
'00:25:09.500';-41;-4.92
'00:25:09.500';-41;50.56
'00:25:09.500';-40;106.98
'00:25:09.600';-40;48.93
'00:25:09.600';-41;-4.06
'00:25:09.600';-43;10.62
'00:25:09.700';-44;9.49
'00:25:09.700';-43;11.51
'00:25:09.700';-43;15.65
'00:25:09.700';-45;19.83
'00:25:09.700';-45;20.37
'00:25:09.700';-49;17.17
'00:25:09.700';-58;11.93
'00:25:09.800';-77;7.17
'00:25:09.800';-100;8.06
'00:25:09.800';-125;12.44
'00:25:09.900';-148;20.26
'00:25:09.900';-168;24.53
'00:25:09.900';-186;25.26
'00:25:09.900';-200;24.8
'00:25:09.900';-215;23.99
'00:25:09.900';-225;21.83
'00:25:09.900';-229;16
'00:25:10.000';-228;12.66
'00:25:10.000';-222;11.47
'00:25:10.000';-211;13.47
'00:25:10.000';-196;16.18
'00:25:10.000';-182;14.56
'00:25:10.000';-169;9.76
'00:25:10.100';-157;4.41
'00:25:10.100';-146;5.2
'00:25:10.100';-136;38.77
'00:25:10.100';-125;38.95
'00:25:10.200';-117;4.6
'00:25:10.200';-109;-54.72
'00:25:10.200';-100;-67.15
'00:25:10.300';-94;-69.09
'00:25:10.300';-88;-70.44
'00:25:10.300';-82;-63.52
'00:25:10.300';-75;-42.07
'00:25:10.300';-70;-14.4
'00:25:10.300';-67;3.02
'00:25:10.300';-65;6.58
'00:25:10.400';-70;10.94
'00:25:10.400';-82;11.94
'00:25:10.400';-97;13.08
'00:25:10.400';-114;11.42
'00:25:10.500';-129;3.7
'00:25:10.500';-141;-2.95
'00:25:10.500';-151;-5.15
'00:25:10.500';-156;-3.36
'00:25:10.500';-159;0.58
'00:25:10.500';-157;5.56
'00:25:10.600';-152;10.6
'00:25:10.600';-143;12.79
'00:25:10.600';-133;13.71
'00:25:10.600';-122;13.13
'00:25:10.700';-113;12.53
'00:25:10.700';-105;11.63
'00:25:10.700';-97;10.18
'00:25:10.700';-90;14.71
'00:25:10.700';-86;49.71
'00:25:10.700';-80;61.1
'00:25:10.700';-77;31.36
'00:25:10.800';-73;-26.95
'00:25:10.800';-69;-21.78
'00:25:10.800';-66;-21.91
'00:25:10.800';-64;-27.9
'00:25:10.900';-61;-37.31
'00:25:10.900';-59;-47.15
'00:25:10.900';-58;-52.56
'00:25:10.900';-57;-63.5
'00:25:11.000';-62;-73.11
'00:25:11.000';-74;-78.55
'00:25:11.000';-91;-73.97
'00:25:11.000';-110;-62.01
'00:25:11.000';-127;-38.74
'00:25:11.000';-143;-3.07
'00:25:11.100';-157;20.53
'00:25:11.100';-165;32.29
'00:25:11.100';-172;44.63
'00:25:11.100';-174;50.11
'00:25:11.200';-175;53.87
'00:25:11.200';-171;54.41
'00:25:11.200';-161;53.92
'00:25:11.200';-149;52.81
'00:25:11.200';-135;52.86
'00:25:11.200';-125;51.77
'00:25:11.300';-117;49.83
'00:25:11.300';-109;44.96
'00:25:11.300';-103;34.8
'00:25:11.300';-98;28.39
'00:25:11.300';-93;25.97
'00:25:11.400';-89;24.65
'00:25:11.400';-83;51.4
'00:25:11.400';-79;55.62
'00:25:11.400';-75;16.95
'00:25:11.400';-72;-44.95
'00:25:11.400';-67;-44.12
'00:25:11.500';-66;-40.64
'00:25:11.500';-64;-35.79
'00:25:11.500';-62;-30.56
'00:25:11.500';-60;-23.25
'00:25:11.600';-59;-18.14
'00:25:11.600';-59;-16.52
'00:25:11.600';-69;-14.29
'00:25:11.600';-84;-11.87
'00:25:11.700';-105;-3.82
'00:25:11.700';-124;6.95
'00:25:11.700';-140;11.93
'00:25:11.700';-155;7.22
'00:25:11.700';-167;4.11
'00:25:11.700';-177;3.17
'00:25:11.800';-184;3.11
'00:25:11.800';-187;4.92
'00:25:11.800';-187;5.87
'00:25:11.800';-182;10.79
'00:25:11.900';-175;20.51
'00:25:11.900';-163;27.82
'00:25:11.900';-149;23.94
'00:25:11.900';-136;17.62
'00:25:11.900';-126;5.66
'00:25:11.900';-116;-6.15
'00:25:11.900';-110;-10.57
'00:25:12.000';-104;-17.04
'00:25:12.000';-99;-20.79
'00:25:12.000';-94;-23.28
'00:25:12.100';-89;-22.74
'00:25:12.100';-83;-18
'00:25:12.100';-78;-6.47
'00:25:12.100';-74;2.42
'00:25:12.100';-72;6.97
'00:25:12.100';-68;52.18
'00:25:12.200';-65;47.02
'00:25:12.200';-63;5.65
'00:25:12.200';-61;-27.88
'00:25:12.200';-58;-15.07
'00:25:12.300';-56;-19.76
'00:25:12.300';-54;-24.16
'00:25:12.300';-52;-24.57
'00:25:12.300';-51;-22.98
'00:25:12.300';-50;-10.19
'00:25:12.300';-54;15.87
'00:25:12.400';-66;33.52
'00:25:12.400';-84;44.61
'00:25:12.400';-105;53.91
'00:25:12.400';-127;50.29
'00:25:12.500';-146;46.7
'00:25:12.500';-161;43.15
'00:25:12.500';-173;38.6
'00:25:12.500';-181;30.24
'00:25:12.500';-188;21.03
'00:25:12.500';-193;13.24
'00:25:12.500';-194;7.88
'00:25:12.600';-191;4.78
'00:25:12.600';-184;1.69
'00:25:12.600';-173;-2.94
'00:25:12.600';-160;-6.75
'00:25:12.700';-148;-11.93
'00:25:12.700';-136;-15.92
'00:25:12.700';-124;-19.73
'00:25:12.700';-117;-20.78
'00:25:12.700';-110;-18.69
'00:25:12.800';-106;-15.54
'00:25:12.800';-100;-12.9
'00:25:12.800';-94;-13.34
'00:25:12.800';-88;-14.47
'00:25:12.800';-81;-4.56
'00:25:12.900';-78;47.53
'00:25:12.900';-72;21.51
'00:25:12.900';-67;-57.21
'00:25:12.900';-64;-58.81
'00:25:13.000';-59;-50.69
'00:25:13.000';-58;-43.45
'00:25:13.000';-56;-38.12
'00:25:13.000';-56;-34.4
'00:25:13.000';-54;-28.07
'00:25:13.000';-54;-15.96
'00:25:13.000';-58;-9.64
'00:25:13.100';-71;-8.72
'00:25:13.100';-87;-5.68
'00:25:13.100';-107;-3.76
'00:25:13.100';-126;-1.97
'00:25:13.200';-142;-4.12
'00:25:13.200';-154;-5.53
'00:25:13.200';-165;-5.69
'00:25:13.200';-171;-4.73
'00:25:13.200';-174;-4.28
'00:25:13.200';-176;-3.5
'00:25:13.300';-175;0.66
'00:25:13.300';-172;12.67
'00:25:13.300';-165;27.01
'00:25:13.300';-155;43.81
'00:25:13.400';-145;41.14
'00:25:13.400';-133;38.61
'00:25:13.400';-120;33.23
'00:25:13.400';-111;38.03
'00:25:13.500';-105;44.91
'00:25:13.500';-102;40.09
'00:25:13.500';-97;36.5
'00:25:13.500';-93;30.7
'00:25:13.500';-88;28.3
'00:25:13.500';-85;52.62
'00:25:13.600';-80;41.79
'00:25:13.600';-76;-8.45
'00:25:13.600';-72;-96.48
'00:25:13.600';-68;-90.61
'00:25:13.700';-64;-89.65
'00:25:13.700';-60;-86.1
'00:25:13.700';-57;-77.82
'00:25:13.700';-55;-55.06
'00:25:13.700';-55;-20.27
'00:25:13.700';-56;-3.08
'00:25:13.800';-63;4.86
'00:25:13.800';-77;16.38
'00:25:13.800';-94;26.32
'00:25:13.800';-113;33.56
'00:25:13.900';-132;41.27
'00:25:13.900';-146;42.83
'00:25:13.900';-158;39.95
'00:25:13.900';-166;37.48
'00:25:13.900';-172;38.88
'00:25:13.900';-174;38.57
'00:25:14.000';-174;38.14
'00:25:14.000';-173;38.83
'00:25:14.000';-166;39.58
'00:25:14.000';-157;39.21
'00:25:14.100';-146;39.81
'00:25:14.100';-134;38.98
'00:25:14.100';-124;36.92
'00:25:14.100';-117;33.9
'00:25:14.100';-112;29.03
'00:25:14.100';-107;21.6
'00:25:14.200';-102;14.16
'00:25:14.200';-97;31.54
'00:25:14.200';-93;72.29
'00:25:14.200';-87;38.98
'00:25:14.200';-84;-38.39
'00:25:14.200';-78;-37.15
'00:25:14.300';-75;-36.57
'00:25:14.300';-71;-34.92
'00:25:14.300';-69;-30.82
'00:25:14.300';-65;-25.74
'00:25:14.400';-65;-19.09
'00:25:14.400';-63;-2.47
'00:25:14.400';-65;23.97
'00:25:14.400';-76;26.3
'00:25:14.500';-91;30.65
'00:25:14.500';-109;44.84
'00:25:14.500';-127;56.09
'00:25:14.500';-141;52.19
'00:25:14.500';-153;47.53
'00:25:14.500';-160;41.84
'00:25:14.500';-164;33.17
'00:25:14.600';-168;26.69
'00:25:14.600';-169;18.04
'00:25:14.600';-168;-6.6
'00:25:14.600';-162;-35.52
'00:25:14.700';-153;-42.96
'00:25:14.700';-142;-39.36
'00:25:14.700';-129;-31.82
'00:25:14.700';-119;-19.16
'00:25:14.800';-111;-11.96
'00:25:14.800';-106;-20.64
'00:25:14.800';-102;-27.36
'00:25:14.800';-97;-31.62
'00:25:14.800';-94;-30.82
'00:25:14.800';-89;-14.06
'00:25:14.900';-85;14.84
'00:25:14.900';-80;18.87
'00:25:14.900';-75;13.52
'00:25:14.900';-72;18.44
'00:25:15.000';-69;60.43
'00:25:15.000';-65;18.84
'00:25:15.000';-62;-68.48
'00:25:15.000';-61;-63.52
'00:25:15.000';-60;-56.21
'00:25:15.100';-60;-48.71
'00:25:15.100';-58;-42.62
'00:25:15.100';-57;-37.42
'00:25:15.100';-55;-30
'00:25:15.100';-57;-23.31
'00:25:15.200';-63;-18.19
'00:25:15.200';-77;-12.42
'00:25:15.200';-94;-2.28
'00:25:15.200';-114;6.97
'00:25:15.200';-130;9.41
'00:25:15.200';-145;5.55
'00:25:15.300';-158;0.72
'00:25:15.300';-167;1.82
'00:25:15.300';-174;1.52
'00:25:15.300';-177;0.22
'00:25:15.300';-179;-0.73
'00:25:15.300';-178;0.31
'00:25:15.400';-175;3.28
'00:25:15.400';-168;8.29
'00:25:15.400';-157;8.62
'00:25:15.400';-145;7.09
'00:25:15.500';-133;4.77
'00:25:15.500';-125;2.35
'00:25:15.500';-118;0.34
'00:25:15.500';-110;2.04
'00:25:15.500';-106;3.77
'00:25:15.500';-99;5.22
'00:25:15.600';-93;6.46
'00:25:15.600';-88;12.85
'00:25:15.600';-84;13.9
'00:25:15.600';-79;9.47
'00:25:15.700';-74;1.63
'00:25:15.700';-71;-4.79
'00:25:15.700';-68;-11.44
'00:25:15.700';-63;-9.01
'00:25:15.700';-60;-5.92
'00:25:15.700';-57;-4.67
'00:25:15.800';-55;5.2
'00:25:15.800';-55;56.66
'00:25:15.800';-53;33.12
'00:25:15.900';-51;-43.96
'00:25:15.900';-49;-45.78
'00:25:15.900';-49;-33.97
'00:25:15.900';-48;-23.28
'00:25:15.900';-46;-17.44
'00:25:15.900';-46;-14.46
'00:25:16.000';-48;-9.66
'00:25:16.000';-49;-4.99
'00:25:16.000';-55;-0.6
'00:25:16.000';-68;3.05
'00:25:16.100';-84;9.45
'00:25:16.100';-102;18.63
'00:25:16.100';-121;26.53
'00:25:16.100';-138;27.96
'00:25:16.100';-153;26.3
'00:25:16.100';-164;20.28
'00:25:16.200';-174;13.24
'00:25:16.200';-181;10.93
'00:25:16.200';-182;11.83
'00:25:16.200';-183;13.27
'00:25:16.200';-181;14.5
'00:25:16.300';-176;15.27
'00:25:16.300';-167;17.16
